item_id,item_name,uniqueness_type,godly_set,required_level,rarity,rarity_rank,item_power,item_category,slot,gear_family,armor_weight_class,weapon_speed,min_damage,max_damage,armor_value,shield_value,health_bonus,primary_stat,secondary_stat,tertiary_stat,class_affinity,combat_hook,affix_or_unique_effect,source_type,source_detail,world_location,source_origin,drop_weight,salvage_output,trade_rule,economy_note,design_note
DF-G-102,Zenith Spire Executive Vault: Zenith Spire Cuirass of EMP Resistance,Godly Unique,Zenith Spire Executive Vault,40,Godly,9,1087,Armor,Chest,Cuirass,Mythic Heavy,,0,0,1086,186,400,Flux Charge Gain,Stagger Damage,Shield Break,Scrap-Tek,EMP Resistance,"Godly unique: fractures enemy aggro when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Zenith Spire challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Alternating Archives,Zenith Spire,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-103,Zenith Spire Executive Vault: Zenith Spire Gauntlets of EMP Resistance,Godly Unique,Zenith Spire Executive Vault,40,Godly,9,1090,Armor,Hands,Gauntlets,Mythic Light,,0,0,587,100,400,Critical Chance,Armor Pierce,Cooldown Recovery,Scrap-Tek,EMP Resistance,"Godly unique: harmonizes evolution stacks when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Zenith Spire challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Alternating Archives,Zenith Spire,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-104,Zenith Spire Executive Vault: Zenith Spire Greaves of EMP Resistance,Godly Unique,Zenith Spire Executive Vault,40,Godly,9,1093,Armor,Legs,Greaves,Mythic Heavy,,0,0,590,102,402,Stagger Damage,Shield Break,Combo Decay Resistance,Scrap-Tek,EMP Resistance,"Godly unique: anchors thermal primers when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Zenith Spire challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Alternating Archives,Zenith Spire,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-105,Zenith Spire Executive Vault: Zenith Spire Boots of EMP Resistance,Godly Unique,Zenith Spire Executive Vault,40,Godly,9,1096,Armor,Feet,Boots,Mythic Light,,0,0,592,104,402,Armor Pierce,Cooldown Recovery,Perfect Parry Window,Scrap-Tek,EMP Resistance,"Godly unique: transmutes void rifts when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Zenith Spire challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Alternating Archives,Zenith Spire,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-106,Zenith Spire Executive Vault: Zenith Spire Blade of EMP Resistance,Godly Unique,Zenith Spire Executive Vault,40,Godly,9,1113,Weapon,Two-Hand Weapon,Greatsword,None,Slow,442,835,0,0,136,Cooldown Recovery,Perfect Parry Window,Might,Scrap-Tek,EMP Resistance,"Godly unique: transmutes enemy aggro after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Zenith Spire challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Alternating Archives,Zenith Spire,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-107,Zenith Spire Executive Vault: Zenith Spire Staff of EMP Resistance,Godly Unique,Zenith Spire Executive Vault,40,Godly,9,1116,Weapon,Two-Hand Focus,Flux Staff,None,Medium,367,692,0,0,138,Combo Decay Resistance,Threat Control,Agility,Scrap-Tek,EMP Resistance,"Godly unique: amplifies evolution stacks after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Zenith Spire challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Alternating Archives,Zenith Spire,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-108,Zenith Spire Executive Vault: Zenith Spire Lance of EMP Resistance,Godly Unique,Zenith Spire Executive Vault,40,Godly,9,1119,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,392,739,0,0,139,Perfect Parry Window,Might,Focus,Scrap-Tek,EMP Resistance,"Godly unique: mirrors thermal primers after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Zenith Spire challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Alternating Archives,Zenith Spire,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-109,Zenith Spire Executive Vault: Zenith Spire Edge of EMP Resistance,Godly Unique,Zenith Spire Executive Vault,40,Godly,9,1122,Weapon,Main Hand,Protocol Blade,None,Medium,353,664,0,0,140,Threat Control,Agility,Aether,Scrap-Tek,EMP Resistance,"Godly unique: detonates void rifts after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Zenith Spire challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Alternating Archives,Zenith Spire,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-110,Zenith Spire Executive Vault: Zenith Spire Focus of EMP Resistance,Godly Unique,Zenith Spire Executive Vault,40,Godly,9,1125,Weapon,Main Hand,Data-Katana,None,Fast,341,641,0,0,141,Might,Focus,Fortitude,Scrap-Tek,EMP Resistance,"Godly unique: rewrites tether webs after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Zenith Spire challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Alternating Archives,Zenith Spire,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-111,World-Tree Prime: World-Tree Crown of Briar Binding,Godly Unique,World-Tree Prime,40,Godly,9,1085,Armor,Head,Crown,Mythic Light,,0,0,583,98,402,Might,Focus,Fortitude,Sylvan Warden,Briar Binding,"Godly unique: fractures evolution stacks when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from World-Tree challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lunar Readiness Base,World-Tree,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-112,World-Tree Prime: World-Tree Cuirass of Briar Binding,Godly Unique,World-Tree Prime,40,Godly,9,1088,Armor,Chest,Cuirass,Mythic Heavy,,0,0,1084,184,403,Agility,Aether,Resonance,Sylvan Warden,Briar Binding,"Godly unique: harmonizes thermal primers when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from World-Tree challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lunar Readiness Base,World-Tree,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-113,World-Tree Prime: World-Tree Gauntlets of Briar Binding,Godly Unique,World-Tree Prime,40,Godly,9,1091,Armor,Hands,Gauntlets,Mythic Light,,0,0,587,100,404,Focus,Fortitude,Kinetic Charge,Sylvan Warden,Briar Binding,"Godly unique: anchors void rifts when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from World-Tree challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lunar Readiness Base,World-Tree,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-114,World-Tree Prime: World-Tree Greaves of Briar Binding,Godly Unique,World-Tree Prime,40,Godly,9,1094,Armor,Legs,Greaves,Mythic Heavy,,0,0,589,102,404,Aether,Resonance,Protocol Rating,Sylvan Warden,Briar Binding,"Godly unique: transmutes tether webs when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from World-Tree challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lunar Readiness Base,World-Tree,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-115,World-Tree Prime: World-Tree Boots of Briar Binding,Godly Unique,World-Tree Prime,40,Godly,9,1097,Armor,Feet,Boots,Mythic Light,,0,0,592,102,406,Fortitude,Kinetic Charge,Evolution Point Gain,Sylvan Warden,Briar Binding,"Godly unique: amplifies critical windows when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from World-Tree challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lunar Readiness Base,World-Tree,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-116,World-Tree Prime: World-Tree Blade of Briar Binding,Godly Unique,World-Tree Prime,40,Godly,9,1126,Weapon,Two-Hand Weapon,Greatsword,None,Slow,448,845,0,0,137,Kinetic Charge,Evolution Point Gain,Altitude Charge Gain,Sylvan Warden,Briar Binding,"Godly unique: amplifies void rifts after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from World-Tree challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lunar Readiness Base,World-Tree,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-117,World-Tree Prime: World-Tree Staff of Briar Binding,Godly Unique,World-Tree Prime,40,Godly,9,1118,Weapon,Two-Hand Focus,Flux Staff,None,Medium,367,693,0,0,137,Protocol Rating,Command Point Gain,Scrap Charge Gain,Sylvan Warden,Briar Binding,"Godly unique: mirrors tether webs after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from World-Tree challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lunar Readiness Base,World-Tree,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-118,World-Tree Prime: World-Tree Lance of Briar Binding,Godly Unique,World-Tree Prime,40,Godly,9,1121,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,392,740,0,0,139,Evolution Point Gain,Altitude Charge Gain,Verdant Point Gain,Sylvan Warden,Briar Binding,"Godly unique: detonates critical windows after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from World-Tree challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lunar Readiness Base,World-Tree,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-119,World-Tree Prime: World-Tree Edge of Briar Binding,Godly Unique,World-Tree Prime,40,Godly,9,1124,Weapon,Main Hand,Protocol Blade,None,Medium,354,665,0,0,140,Command Point Gain,Scrap Charge Gain,Flux Charge Gain,Sylvan Warden,Briar Binding,"Godly unique: rewrites combo decay after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from World-Tree challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lunar Readiness Base,World-Tree,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-120,World-Tree Prime: World-Tree Focus of Briar Binding,Godly Unique,World-Tree Prime,40,Godly,9,1127,Weapon,Main Hand,Data-Katana,None,Fast,341,642,0,0,141,Altitude Charge Gain,Verdant Point Gain,Critical Chance,Sylvan Warden,Briar Binding,"Godly unique: overclocks boss armor after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from World-Tree challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lunar Readiness Base,World-Tree,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-121,Orbital Tether Arsenal: Orbital Tether Station Crown of Projectile Reversal,Godly Unique,Orbital Tether Arsenal,40,Godly,9,1097,Armor,Head,Crown,Mythic Light,,0,0,589,100,410,Altitude Charge Gain,Verdant Point Gain,Critical Chance,Orbital Striker,Projectile Reversal,"Godly unique: harmonizes void rifts when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Orbital Tether Station challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Canceled Supabase,Orbital Tether Station,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-122,Orbital Tether Arsenal: Orbital Tether Station Cuirass of Projectile Reversal,Godly Unique,Orbital Tether Arsenal,40,Godly,9,1089,Armor,Chest,Cuirass,Mythic Heavy,,0,0,1083,184,406,Scrap Charge Gain,Flux Charge Gain,Stagger Damage,Orbital Striker,Projectile Reversal,"Godly unique: anchors tether webs when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Orbital Tether Station challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Canceled Supabase,Orbital Tether Station,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-123,Orbital Tether Arsenal: Orbital Tether Station Gauntlets of Projectile Reversal,Godly Unique,Orbital Tether Arsenal,40,Godly,9,1092,Armor,Hands,Gauntlets,Mythic Light,,0,0,587,100,407,Verdant Point Gain,Critical Chance,Armor Pierce,Orbital Striker,Projectile Reversal,"Godly unique: transmutes critical windows when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Orbital Tether Station challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Canceled Supabase,Orbital Tether Station,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-124,Orbital Tether Arsenal: Orbital Tether Station Greaves of Projectile Reversal,Godly Unique,Orbital Tether Arsenal,40,Godly,9,1095,Armor,Legs,Greaves,Mythic Heavy,,0,0,589,102,408,Flux Charge Gain,Stagger Damage,Shield Break,Orbital Striker,Projectile Reversal,"Godly unique: amplifies combo decay when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Orbital Tether Station challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Canceled Supabase,Orbital Tether Station,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-125,Orbital Tether Arsenal: Orbital Tether Station Boots of Projectile Reversal,Godly Unique,Orbital Tether Arsenal,40,Godly,9,1098,Armor,Feet,Boots,Mythic Light,,0,0,591,102,408,Critical Chance,Armor Pierce,Cooldown Recovery,Orbital Striker,Projectile Reversal,"Godly unique: mirrors boss armor when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Orbital Tether Station challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Canceled Supabase,Orbital Tether Station,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-126,Orbital Tether Arsenal: Orbital Tether Station Blade of Projectile Reversal,Godly Unique,Orbital Tether Arsenal,40,Godly,9,1128,Weapon,Two-Hand Weapon,Greatsword,None,Slow,448,845,0,0,137,Armor Pierce,Cooldown Recovery,Perfect Parry Window,Orbital Striker,Projectile Reversal,"Godly unique: mirrors combo decay after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Orbital Tether Station challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Canceled Supabase,Orbital Tether Station,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-127,Orbital Tether Arsenal: Orbital Tether Station Staff of Projectile Reversal,Godly Unique,Orbital Tether Arsenal,40,Godly,9,1131,Weapon,Two-Hand Focus,Flux Staff,None,Medium,372,701,0,0,138,Shield Break,Combo Decay Resistance,Threat Control,Orbital Striker,Projectile Reversal,"Godly unique: detonates boss armor after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Orbital Tether Station challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Canceled Supabase,Orbital Tether Station,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-128,Orbital Tether Arsenal: Orbital Tether Station Lance of Projectile Reversal,Godly Unique,Orbital Tether Arsenal,40,Godly,9,1123,Weapon,Two-Hand Weapon,Gravity Lance,None,Medium,393,741,0,0,138,Cooldown Recovery,Perfect Parry Window,Might,Orbital Striker,Projectile Reversal,"Godly unique: rewrites zero-G lanes after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Orbital Tether Station challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Canceled Supabase,Orbital Tether Station,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-129,Orbital Tether Arsenal: Orbital Tether Station Edge of Projectile Reversal,Godly Unique,Orbital Tether Arsenal,40,Godly,9,1126,Weapon,Main Hand,Protocol Blade,None,Medium,354,666,0,0,140,Combo Decay Resistance,Threat Control,Agility,Orbital Striker,Projectile Reversal,"Godly unique: overclocks aether shields after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Orbital Tether Station challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Canceled Supabase,Orbital Tether Station,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-130,Orbital Tether Arsenal: Orbital Tether Station Focus of Projectile Reversal,Godly Unique,Orbital Tether Arsenal,40,Godly,9,1129,Weapon,Main Hand,Data-Katana,None,Fast,342,643,0,0,141,Perfect Parry Window,Might,Focus,Orbital Striker,Projectile Reversal,"Godly unique: suspends enemy aggro after a perfect parry, vault, aerial juggle, or 100x combo trigger. Effect is exclusive to this named item.",Godly Unique Source,"Level-40 capstone-only weapon from Orbital Tether Station challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Canceled Supabase,Orbital Tether Station,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-131,Resonant Festival Relics: Resonant Peaks Crown of Sonic Reverb,Godly Unique,Resonant Festival Relics,40,Godly,9,1098,Armor,Head,Crown,Mythic Light,,0,0,588,98,412,Perfect Parry Window,Might,Focus,Resonant,Sonic Reverb,"Godly unique: anchors critical windows when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Resonant Peaks challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lich's Court,Resonant Peaks,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-132,Resonant Festival Relics: Resonant Peaks Cuirass of Sonic Reverb,Godly Unique,Resonant Festival Relics,40,Godly,9,1101,Armor,Chest,Cuirass,Mythic Heavy,,0,0,1093,186,414,Threat Control,Agility,Aether,Resonant,Sonic Reverb,"Godly unique: transmutes combo decay when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Resonant Peaks challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lich's Court,Resonant Peaks,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-133,Resonant Festival Relics: Resonant Peaks Gauntlets of Sonic Reverb,Godly Unique,Resonant Festival Relics,40,Godly,9,1093,Armor,Hands,Gauntlets,Mythic Light,,0,0,587,100,410,Might,Focus,Fortitude,Resonant,Sonic Reverb,"Godly unique: amplifies boss armor when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Resonant Peaks challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lich's Court,Resonant Peaks,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
DF-G-134,Resonant Festival Relics: Resonant Peaks Greaves of Sonic Reverb,Godly Unique,Resonant Festival Relics,40,Godly,9,1096,Armor,Legs,Greaves,Mythic Heavy,,0,0,589,102,411,Agility,Aether,Resonance,Resonant,Sonic Reverb,"Godly unique: mirrors zero-G lanes when the player sustains a 100x combo or defeats a level-40 elite without dropping flow. Effect is named, non-stackable, and never appears on non-Godly gear.",Godly Unique Source,"Level-40 capstone-only reward from Resonant Peaks challenge chain; not in shops, normal chests, normal monster drops, or pre-40 loot tables.",The Lich's Court,Resonant Peaks,0,Unsplittable Dawnforge Singularity,Account-bound / cannot be traded / cannot be sold to vendors,"One of exactly 200 Godly uniques; prestige, build-defining, and non-farmable through normal leveling loops.",Required level 40 only; unique power is capped by non-stacking named effects and strict acquisition locks.
