shop_id,region,sub_location,area,shop_type,shop_name,expected_first_visit_level,active_inventory_count,swap_pool_count,legendary_low_chance_count,mythological_low_chance_count
SHOP-0410,Deep Transit System,The Private Quarantine,The Silent Exit,Stable,Saddle Gate,40,18,15,3,2
SHOP-0411,Deep Transit System,The Private Quarantine,The Silent Exit,Mechanic,Boltworks,40,16,15,3,2
SHOP-0412,Deep Transit System,The Revision Labs,Entry Drafting Bay,Blacksmith,Hammer at Entry,44,23,15,3,2
SHOP-0413,Deep Transit System,The Revision Labs,Revision Engine,Alchemist,Remedy House Revision,44,21,15,3,2
SHOP-0414,Deep Transit System,The Revision Labs,Revision Engine,Tailor,Needlehouse Revision,44,18,15,3,2
SHOP-0415,Deep Transit System,The Revision Labs,Echo Chamber,Curio Shop,Oddments of Echo,44,17,15,3,2
SHOP-0416,Deep Transit System,The Revision Labs,Echo Chamber,Inn,The Wandering Echo,44,18,15,3,2
SHOP-0417,Deep Transit System,The Revision Labs,Reset Hall,Inn,The Rested Reset,44,16,15,3,2
SHOP-0418,Deep Transit System,The Revision Labs,Temporal Scaffold,Armor Dye Pack Shop,Pigment Loft Temporal,44,24,15,3,2
SHOP-0419,Deep Transit System,The Revision Labs,Prototype Theater,General Goods,Pack & Barrel Prototype,44,24,15,3,2
SHOP-0420,Deep Transit System,The Revision Labs,Recovery Loop,Relic Trader,Oldlight Finds Recovery,44,15,15,3,2
SHOP-0421,Deep Transit System,The Revision Labs,Observation Catwalk,Mechanic,Spanner Bay Observation,44,25,15,3,2
SHOP-0422,Deep Transit System,The Revision Labs,Final Reversion Gate,Weapon Skin Shop,Chromaforge Final,44,25,15,3,2
SHOP-0423,Deep Transit System,The Revision Labs,Final Reversion Gate,Tailor,Cloak and Cord Final,44,24,15,3,2
SHOP-0424,Geothermal Abyss,The Molten Forge,Crater Gate,Weapon Skin Shop,Patternsmith Crater,48,17,15,3,2
SHOP-0425,Geothermal Abyss,The Molten Forge,Crater Gate,Medic,Field Surgery Crater,48,20,15,3,2
SHOP-0426,Geothermal Abyss,The Molten Forge,Chainlift Gantry,Relic Trader,Relic Reach Chainlift,48,18,15,3,2
SHOP-0427,Geothermal Abyss,The Molten Forge,Main Crucible,Marketplace,Open Market Main,48,15,15,3,2
SHOP-0428,Geothermal Abyss,The Molten Forge,Main Crucible,Weapon Skin Shop,Patternsmith Main,48,24,15,3,2
SHOP-0429,Geothermal Abyss,The Molten Forge,Slag Spillway,Inn,The Iron Slag,48,22,15,3,2
SHOP-0430,Geothermal Abyss,The Molten Forge,Slag Spillway,Tailor,Cloak and Cord Slag,48,19,15,3,2
SHOP-0431,Geothermal Abyss,The Molten Forge,Hammer Floor,Armor Dye Pack Shop,Pigment Loft Hammer,48,20,15,3,2
SHOP-0432,Geothermal Abyss,The Molten Forge,Foundry Vault,Medic,Remedy Booth Foundry,48,18,15,3,2
SHOP-0433,Geothermal Abyss,The Molten Forge,Foundry Vault,Relic Trader,Oldlight Finds Foundry,48,21,15,3,2
SHOP-0434,Geothermal Abyss,The Molten Forge,Heat Sink Towers,Blacksmith,Hammer at Heat,48,21,15,3,2
SHOP-0435,Geothermal Abyss,The Molten Forge,Ore Switchyard,Enchanter,Arcane Polish Ore,48,15,15,3,2
SHOP-0436,Geothermal Abyss,The Molten Forge,Ore Switchyard,Medic,Remedy Booth Ore,48,23,15,3,2
SHOP-0437,Geothermal Abyss,The Molten Forge,Core Anvil,Mechanic,Cog & Weld Core,48,22,15,3,2
SHOP-0438,Geothermal Abyss,The Molten Forge,Core Anvil,Relic Trader,Relic Reach Core,48,24,15,3,2
SHOP-0439,Geothermal Abyss,The Abyssal Trench,Surface Lift Dock,Blacksmith,Anvil of Surface,53,15,15,3,2
SHOP-0440,Geothermal Abyss,The Abyssal Trench,Main Observation Dome,Medic,Remedy Booth Main,53,19,15,3,2
SHOP-0441,Geothermal Abyss,The Abyssal Trench,Pressure Gate,Armor Dye Pack Shop,Color Forge Pressure,53,16,15,3,2
SHOP-0442,Geothermal Abyss,The Abyssal Trench,Coral Laboratory,Curio Shop,Curio Niche Coral,53,19,15,3,2
SHOP-0443,Geothermal Abyss,The Abyssal Trench,Deepwater Causeway,Inn,The Wandering Deepwater,53,18,15,3,2
SHOP-0444,Geothermal Abyss,The Abyssal Trench,Deepwater Causeway,Mechanic,Repair Dock Deepwater,53,17,15,3,2
SHOP-0445,Geothermal Abyss,The Abyssal Trench,Ballast Spine,Food Stall,Griddle Row Ballast,53,25,15,3,2
SHOP-0446,Geothermal Abyss,The Abyssal Trench,Ballast Spine,Marketplace,Open Market Ballast,53,15,15,3,2
SHOP-0447,Geothermal Abyss,The Abyssal Trench,Trench Window,Enchanter,Arcane Polish Trench,53,20,15,3,2
SHOP-0448,Geothermal Abyss,The Abyssal Trench,Trench Window,Alchemist,Remedy House Trench,53,24,15,3,2
SHOP-0449,Geothermal Abyss,The Abyssal Trench,Floodlock Annex,Tailor,Cloak and Cord Floodlock,53,18,15,3,2
SHOP-0450,Geothermal Abyss,The Abyssal Trench,The Abyss Crown,Weapon Skin Shop,EdgeLacquer,53,17,15,3,2
SHOP-0451,Geothermal Abyss,The Wayfora Archipelago,Arrival Harbor,Blacksmith,Hammer at Arrival,58,23,15,3,2
SHOP-0452,Geothermal Abyss,The Wayfora Archipelago,Waystone Pier,General Goods,Loadout Depot Waystone,58,17,15,3,2
SHOP-0453,Geothermal Abyss,The Wayfora Archipelago,Tempest Lookout,Medic,Field Surgery Tempest,58,19,15,3,2
SHOP-0454,Geothermal Abyss,The Wayfora Archipelago,Ember Cay,Inn,The Moonlit Ember,58,17,15,3,2
SHOP-0455,Geothermal Abyss,The Wayfora Archipelago,Tideglass Lagoon,Weapon Skin Shop,Chromaforge Tideglass,58,18,15,3,2
SHOP-0456,Geothermal Abyss,The Wayfora Archipelago,Zephyr Bridge,Marketplace,Trade Circle Zephyr,58,21,15,3,2
SHOP-0457,Geothermal Abyss,The Wayfora Archipelago,Zephyr Bridge,General Goods,Provisions of Zephyr,58,17,15,3,2
SHOP-0458,Geothermal Abyss,The Wayfora Archipelago,Elemental Shrine Ring,Tailor,Needlehouse Elemental,58,22,15,3,2
SHOP-0459,Geothermal Abyss,The Wayfora Archipelago,Transit Beacon,Armor Dye Pack Shop,Pigment Loft Transit,58,19,15,3,2
SHOP-0460,Geothermal Abyss,The Wayfora Archipelago,Outer Breakwater,Food Stall,Hotplate Outer,58,19,15,3,2
