region,sub_location,area,map_file,shops
04 Eastern Wilds And Ancient Archives,07 The Evolution Arenas,The Central Convergence,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/07_the_evolution_arenas/01_the_central_convergence_map.png,Alchemist: Remedy House 
04 Eastern Wilds And Ancient Archives,07 The Evolution Arenas,Shifting Biome Ring,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/07_the_evolution_arenas/02_shifting_biome_ring_map.png,Inn: The Green Shifting; Tailor: Stitchmark Shifting
04 Eastern Wilds And Ancient Archives,07 The Evolution Arenas,Transformation Pylons,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/07_the_evolution_arenas/03_transformation_pylons_map.png,Medic: Field Surgery Transformation; Weapon Skin Shop: EdgeLacquer Transformation
04 Eastern Wilds And Ancient Archives,07 The Evolution Arenas,Hazard Cascades,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/07_the_evolution_arenas/04_hazard_cascades_map.png,Blacksmith: Smelter of Hazard
04 Eastern Wilds And Ancient Archives,07 The Evolution Arenas,Modular Arena Platforms,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/07_the_evolution_arenas/05_modular_arena_platforms_map.png,Tailor: Stitchmark Modular
04 Eastern Wilds And Ancient Archives,07 The Evolution Arenas,Spectator Spires,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/07_the_evolution_arenas/06_spectator_spires_map.png,Stable: Saddle Gate Spectator
04 Eastern Wilds And Ancient Archives,07 The Evolution Arenas,Adaptive Combat Zones,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/07_the_evolution_arenas/07_adaptive_combat_zones_map.png,General Goods: Pack & Barrel Adaptive; Armor Dye Pack Shop: Shadeworks Adaptive
04 Eastern Wilds And Ancient Archives,07 The Evolution Arenas,Evolution Gates,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/07_the_evolution_arenas/08_evolution_gates_map.png,Armor Dye Pack Shop: Shadeworks Evolution
04 Eastern Wilds And Ancient Archives,07 The Evolution Arenas,The Primal Exodus,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/07_the_evolution_arenas/09_the_primal_exodus_map.png,Weapon Skin Shop: Chromaforge 
04 Eastern Wilds And Ancient Archives,08 The Pocket Monster Plains,Wild Harbor Ranch,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/08_the_pocket_monster_plains/01_wild_harbor_ranch_map.png,Blacksmith: Hammer at Wild; Stable: Mount Roost Wild
04 Eastern Wilds And Ancient Archives,08 The Pocket Monster Plains,Trainer's Waystation,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/08_the_pocket_monster_plains/02_trainers_waystation_map.png,Weapon Skin Shop: Patternsmith Trainer's
04 Eastern Wilds And Ancient Archives,08 The Pocket Monster Plains,Battle Circle Delta,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/08_the_pocket_monster_plains/03_battle_circle_delta_map.png,General Goods: Supply Post Battle; Stable: Saddle Gate Battle
04 Eastern Wilds And Ancient Archives,08 The Pocket Monster Plains,Research Pens Alpha,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/08_the_pocket_monster_plains/04_research_pens_alpha_map.png,Alchemist: Remedy House Research; Relic Trader: Oldlight Finds Research
04 Eastern Wilds And Ancient Archives,08 The Pocket Monster Plains,Elemental Confluence,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/08_the_pocket_monster_plains/05_elemental_confluence_map.png,Curio Shop: Curio Niche Elemental
04 Eastern Wilds And Ancient Archives,08 The Pocket Monster Plains,Tamer's Gate,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/08_the_pocket_monster_plains/06_tamers_gate_map.png,Inn: The Moonlit Tamer's
04 Eastern Wilds And Ancient Archives,08 The Pocket Monster Plains,Hatchling Fields,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/08_the_pocket_monster_plains/07_hatchling_fields_map.png,Relic Trader: Antique Vault Hatchling; Inn: The Iron Hatchling
04 Eastern Wilds And Ancient Archives,08 The Pocket Monster Plains,Ancient Root Grove,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/08_the_pocket_monster_plains/08_ancient_root_grove_map.png,Armor Dye Pack Shop: Pigment Loft Ancient
04 Eastern Wilds And Ancient Archives,08 The Pocket Monster Plains,Summit Watch,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/08_the_pocket_monster_plains/09_summit_watch_map.png,Marketplace: Merchant Court Summit; Stable: Saddle Gate Summit
04 Eastern Wilds And Ancient Archives,09 The Magma Core Forges,The Crucible Spire,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/09_the_magma_core_forges/01_the_crucible_spire_map.png,Inn: The Moonlit ; Armor Dye Pack Shop: Dyehouse 
04 Eastern Wilds And Ancient Archives,09 The Magma Core Forges,The Hammer Halls,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/09_the_magma_core_forges/02_the_hammer_halls_map.png,Curio Shop: Echo Trinkets 
04 Eastern Wilds And Ancient Archives,09 The Magma Core Forges,Chain-Lift Depot,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/09_the_magma_core_forges/03_chain_lift_depot_map.png,Armor Dye Pack Shop: Color Forge Chain-Lift; Inn: The Ember Chain-Lift
04 Eastern Wilds And Ancient Archives,09 The Magma Core Forges,The Smelter Towers,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/09_the_magma_core_forges/04_the_smelter_towers_map.png,Tailor: Needlehouse ; Medic: Mender Post 
04 Eastern Wilds And Ancient Archives,09 The Magma Core Forges,Armory Vaults,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/09_the_magma_core_forges/05_armory_vaults_map.png,Blacksmith: Smelter of Armory
04 Eastern Wilds And Ancient Archives,09 The Magma Core Forges,Bridge of the Anvils,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/09_the_magma_core_forges/06_bridge_of_the_anvils_map.png,Medic: Remedy Booth Bridge
04 Eastern Wilds And Ancient Archives,09 The Magma Core Forges,The Lava Conduits,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/09_the_magma_core_forges/07_the_lava_conduits_map.png,Food Stall: Hotplate 
04 Eastern Wilds And Ancient Archives,09 The Magma Core Forges,Geode Vent Fields,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/09_the_magma_core_forges/08_geode_vent_fields_map.png,Weapon Skin Shop: EdgeLacquer Geode
04 Eastern Wilds And Ancient Archives,09 The Magma Core Forges,Forgeward Gate,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/09_the_magma_core_forges/09_forgeward_gate_map.png,Enchanter: Arcane Polish Forgeward
04 Eastern Wilds And Ancient Archives,10 The Reggae Dub Oasis,Roots Gateway,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/10_the_reggae_dub_oasis/01_roots_gateway_map.png,General Goods: Provisions of Roots
04 Eastern Wilds And Ancient Archives,10 The Reggae Dub Oasis,Bass Tower Groves,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/10_the_reggae_dub_oasis/02_bass_tower_groves_map.png,Blacksmith: Steelhouse Bass; Marketplace: Open Market Bass
04 Eastern Wilds And Ancient Archives,10 The Reggae Dub Oasis,Dub Pools,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/10_the_reggae_dub_oasis/03_dub_pools_map.png,Armor Dye Pack Shop: Color Forge Dub
04 Eastern Wilds And Ancient Archives,10 The Reggae Dub Oasis,Riddim Circle Plaza,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/10_the_reggae_dub_oasis/04_riddim_circle_plaza_map.png,Alchemist: Glassleaf Phials Riddim
04 Eastern Wilds And Ancient Archives,10 The Reggae Dub Oasis,Echo Bridges,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/10_the_reggae_dub_oasis/05_echo_bridges_map.png,Marketplace: Trade Circle Echo
04 Eastern Wilds And Ancient Archives,10 The Reggae Dub Oasis,Tempo Fields,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/10_the_reggae_dub_oasis/06_tempo_fields_map.png,Enchanter: Runelight Tempo; Tailor: Thread & Hem Tempo
04 Eastern Wilds And Ancient Archives,10 The Reggae Dub Oasis,Meditation Huts,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/10_the_reggae_dub_oasis/07_meditation_huts_map.png,Inn: The Rested Meditation
04 Eastern Wilds And Ancient Archives,10 The Reggae Dub Oasis,Dub Cascades,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/10_the_reggae_dub_oasis/08_dub_cascades_map.png,Relic Trader: Heritage Stand Dub
04 Eastern Wilds And Ancient Archives,10 The Reggae Dub Oasis,The Sub-Bass Sanctum,area_maps/sub_locations/04_eastern_wilds_and_ancient_archives/10_the_reggae_dub_oasis/09_the_sub_bass_sanctum_map.png,Weapon Skin Shop: Skinworks 
05 Deep Transit System,01 The Subterranean Grid,Central Transfer Well,area_maps/sub_locations/05_deep_transit_system/01_the_subterranean_grid/01_central_transfer_well_map.png,Relic Trader: Relic Reach Central; Inn: The Quiet Central
05 Deep Transit System,01 The Subterranean Grid,Platform Cluster Alpha,area_maps/sub_locations/05_deep_transit_system/01_the_subterranean_grid/02_platform_cluster_alpha_map.png,Weapon Skin Shop: Patternsmith Platform
05 Deep Transit System,01 The Subterranean Grid,Maintenance Loop,area_maps/sub_locations/05_deep_transit_system/01_the_subterranean_grid/03_maintenance_loop_map.png,Mechanic: Repair Dock Maintenance; Alchemist: Glassleaf Phials Maintenance
05 Deep Transit System,01 The Subterranean Grid,Relay Control Station,area_maps/sub_locations/05_deep_transit_system/01_the_subterranean_grid/04_relay_control_station_map.png,General Goods: Pack & Barrel Relay
05 Deep Transit System,01 The Subterranean Grid,Signal Bridge,area_maps/sub_locations/05_deep_transit_system/01_the_subterranean_grid/05_signal_bridge_map.png,Blacksmith: Forge of Signal
05 Deep Transit System,01 The Subterranean Grid,Abandoned Siding,area_maps/sub_locations/05_deep_transit_system/01_the_subterranean_grid/06_abandoned_siding_map.png,Food Stall: Spice Cart Abandoned; Medic: Field Surgery Abandoned
05 Deep Transit System,01 The Subterranean Grid,Freight Vault,area_maps/sub_locations/05_deep_transit_system/01_the_subterranean_grid/07_freight_vault_map.png,Armor Dye Pack Shop: Color Forge Freight; General Goods: Pack & Barrel Freight
05 Deep Transit System,01 The Subterranean Grid,Emergency Shelter Platform,area_maps/sub_locations/05_deep_transit_system/01_the_subterranean_grid/08_emergency_shelter_platform_map.png,Alchemist: Glassleaf Phials Emergency; Tailor: Stitchmark Emergency
05 Deep Transit System,01 The Subterranean Grid,Deep Terminal Gate,area_maps/sub_locations/05_deep_transit_system/01_the_subterranean_grid/09_deep_terminal_gate_map.png,Inn: The Iron Deep
05 Deep Transit System,02 The Private Quarantine,Intake Checkpoint,area_maps/sub_locations/05_deep_transit_system/02_the_private_quarantine/01_intake_checkpoint_map.png,Medic: Field Surgery Intake
05 Deep Transit System,02 The Private Quarantine,Isolation Wing Alpha,area_maps/sub_locations/05_deep_transit_system/02_the_private_quarantine/02_isolation_wing_alpha_map.png,Weapon Skin Shop: EdgeLacquer Isolation; Marketplace: Open Market Isolation
05 Deep Transit System,02 The Private Quarantine,Decon Corridor,area_maps/sub_locations/05_deep_transit_system/02_the_private_quarantine/03_decon_corridor_map.png,Armor Dye Pack Shop: Shadeworks Decon
05 Deep Transit System,02 The Private Quarantine,Observation Ring,area_maps/sub_locations/05_deep_transit_system/02_the_private_quarantine/04_observation_ring_map.png,Inn: The Wandering Observation; Medic: Mender Post Observation
05 Deep Transit System,02 The Private Quarantine,Sedation Ward,area_maps/sub_locations/05_deep_transit_system/02_the_private_quarantine/05_sedation_ward_map.png,Curio Shop: Lucky Relics Sedation
05 Deep Transit System,02 The Private Quarantine,Containment Vaults,area_maps/sub_locations/05_deep_transit_system/02_the_private_quarantine/06_containment_vaults_map.png,Blacksmith: Hammer at Containment
05 Deep Transit System,02 The Private Quarantine,Quarantine Chapel,area_maps/sub_locations/05_deep_transit_system/02_the_private_quarantine/07_quarantine_chapel_map.png,Relic Trader: Oldlight Finds Quarantine
05 Deep Transit System,02 The Private Quarantine,Emergency Purge System,area_maps/sub_locations/05_deep_transit_system/02_the_private_quarantine/08_emergency_purge_system_map.png,Tailor: Needlehouse Emergency
05 Deep Transit System,02 The Private Quarantine,The Silent Exit,area_maps/sub_locations/05_deep_transit_system/02_the_private_quarantine/09_the_silent_exit_map.png,Stable: Saddle Gate ; Mechanic: Boltworks 
05 Deep Transit System,03 The Revision Labs,Entry Drafting Bay,area_maps/sub_locations/05_deep_transit_system/03_the_revision_labs/01_entry_drafting_bay_map.png,Blacksmith: Hammer at Entry
05 Deep Transit System,03 The Revision Labs,Revision Engine,area_maps/sub_locations/05_deep_transit_system/03_the_revision_labs/02_revision_engine_map.png,Alchemist: Remedy House Revision; Tailor: Needlehouse Revision
05 Deep Transit System,03 The Revision Labs,Echo Chamber,area_maps/sub_locations/05_deep_transit_system/03_the_revision_labs/03_echo_chamber_map.png,Curio Shop: Oddments of Echo; Inn: The Wandering Echo
05 Deep Transit System,03 The Revision Labs,Reset Hall,area_maps/sub_locations/05_deep_transit_system/03_the_revision_labs/04_reset_hall_map.png,Inn: The Rested Reset
05 Deep Transit System,03 The Revision Labs,Temporal Scaffold,area_maps/sub_locations/05_deep_transit_system/03_the_revision_labs/05_temporal_scaffold_map.png,Armor Dye Pack Shop: Pigment Loft Temporal
05 Deep Transit System,03 The Revision Labs,Prototype Theater,area_maps/sub_locations/05_deep_transit_system/03_the_revision_labs/06_prototype_theater_map.png,General Goods: Pack & Barrel Prototype
05 Deep Transit System,03 The Revision Labs,Recovery Loop,area_maps/sub_locations/05_deep_transit_system/03_the_revision_labs/07_recovery_loop_map.png,Relic Trader: Oldlight Finds Recovery
05 Deep Transit System,03 The Revision Labs,Observation Catwalk,area_maps/sub_locations/05_deep_transit_system/03_the_revision_labs/08_observation_catwalk_map.png,Mechanic: Spanner Bay Observation
05 Deep Transit System,03 The Revision Labs,Final Reversion Gate,area_maps/sub_locations/05_deep_transit_system/03_the_revision_labs/09_final_reversion_gate_map.png,Weapon Skin Shop: Chromaforge Final; Tailor: Cloak and Cord Final
06 Geothermal Abyss,01 The Molten Forge,Crater Gate,area_maps/sub_locations/06_geothermal_abyss/01_the_molten_forge/01_crater_gate_map.png,Weapon Skin Shop: Patternsmith Crater; Medic: Field Surgery Crater
06 Geothermal Abyss,01 The Molten Forge,Chainlift Gantry,area_maps/sub_locations/06_geothermal_abyss/01_the_molten_forge/02_chainlift_gantry_map.png,Relic Trader: Relic Reach Chainlift
06 Geothermal Abyss,01 The Molten Forge,Main Crucible,area_maps/sub_locations/06_geothermal_abyss/01_the_molten_forge/03_main_crucible_map.png,Marketplace: Open Market Main; Weapon Skin Shop: Patternsmith Main
06 Geothermal Abyss,01 The Molten Forge,Slag Spillway,area_maps/sub_locations/06_geothermal_abyss/01_the_molten_forge/04_slag_spillway_map.png,Inn: The Iron Slag; Tailor: Cloak and Cord Slag
06 Geothermal Abyss,01 The Molten Forge,Hammer Floor,area_maps/sub_locations/06_geothermal_abyss/01_the_molten_forge/05_hammer_floor_map.png,Armor Dye Pack Shop: Pigment Loft Hammer
06 Geothermal Abyss,01 The Molten Forge,Foundry Vault,area_maps/sub_locations/06_geothermal_abyss/01_the_molten_forge/06_foundry_vault_map.png,Medic: Remedy Booth Foundry; Relic Trader: Oldlight Finds Foundry
06 Geothermal Abyss,01 The Molten Forge,Heat Sink Towers,area_maps/sub_locations/06_geothermal_abyss/01_the_molten_forge/07_heat_sink_towers_map.png,Blacksmith: Hammer at Heat
06 Geothermal Abyss,01 The Molten Forge,Ore Switchyard,area_maps/sub_locations/06_geothermal_abyss/01_the_molten_forge/08_ore_switchyard_map.png,Enchanter: Arcane Polish Ore; Medic: Remedy Booth Ore
06 Geothermal Abyss,01 The Molten Forge,Core Anvil,area_maps/sub_locations/06_geothermal_abyss/01_the_molten_forge/09_core_anvil_map.png,Mechanic: Cog & Weld Core; Relic Trader: Relic Reach Core
06 Geothermal Abyss,02 The Abyssal Trench,Surface Lift Dock,area_maps/sub_locations/06_geothermal_abyss/02_the_abyssal_trench/01_surface_lift_dock_map.png,Blacksmith: Anvil of Surface
06 Geothermal Abyss,02 The Abyssal Trench,Main Observation Dome,area_maps/sub_locations/06_geothermal_abyss/02_the_abyssal_trench/02_main_observation_dome_map.png,Medic: Remedy Booth Main
06 Geothermal Abyss,02 The Abyssal Trench,Pressure Gate,area_maps/sub_locations/06_geothermal_abyss/02_the_abyssal_trench/03_pressure_gate_map.png,Armor Dye Pack Shop: Color Forge Pressure
06 Geothermal Abyss,02 The Abyssal Trench,Coral Laboratory,area_maps/sub_locations/06_geothermal_abyss/02_the_abyssal_trench/04_coral_laboratory_map.png,Curio Shop: Curio Niche Coral
06 Geothermal Abyss,02 The Abyssal Trench,Deepwater Causeway,area_maps/sub_locations/06_geothermal_abyss/02_the_abyssal_trench/05_deepwater_causeway_map.png,Inn: The Wandering Deepwater; Mechanic: Repair Dock Deepwater
06 Geothermal Abyss,02 The Abyssal Trench,Ballast Spine,area_maps/sub_locations/06_geothermal_abyss/02_the_abyssal_trench/06_ballast_spine_map.png,Food Stall: Griddle Row Ballast; Marketplace: Open Market Ballast
06 Geothermal Abyss,02 The Abyssal Trench,Trench Window,area_maps/sub_locations/06_geothermal_abyss/02_the_abyssal_trench/07_trench_window_map.png,Enchanter: Arcane Polish Trench; Alchemist: Remedy House Trench
06 Geothermal Abyss,02 The Abyssal Trench,Floodlock Annex,area_maps/sub_locations/06_geothermal_abyss/02_the_abyssal_trench/08_floodlock_annex_map.png,Tailor: Cloak and Cord Floodlock
06 Geothermal Abyss,02 The Abyssal Trench,The Abyss Crown,area_maps/sub_locations/06_geothermal_abyss/02_the_abyssal_trench/09_the_abyss_crown_map.png,Weapon Skin Shop: EdgeLacquer 
06 Geothermal Abyss,03 The Wayfora Archipelago,Arrival Harbor,area_maps/sub_locations/06_geothermal_abyss/03_the_wayfora_archipelago/01_arrival_harbor_map.png,Blacksmith: Hammer at Arrival
06 Geothermal Abyss,03 The Wayfora Archipelago,Waystone Pier,area_maps/sub_locations/06_geothermal_abyss/03_the_wayfora_archipelago/02_waystone_pier_map.png,General Goods: Loadout Depot Waystone
06 Geothermal Abyss,03 The Wayfora Archipelago,Tempest Lookout,area_maps/sub_locations/06_geothermal_abyss/03_the_wayfora_archipelago/03_tempest_lookout_map.png,Medic: Field Surgery Tempest
06 Geothermal Abyss,03 The Wayfora Archipelago,Ember Cay,area_maps/sub_locations/06_geothermal_abyss/03_the_wayfora_archipelago/04_ember_cay_map.png,Inn: The Moonlit Ember
06 Geothermal Abyss,03 The Wayfora Archipelago,Tideglass Lagoon,area_maps/sub_locations/06_geothermal_abyss/03_the_wayfora_archipelago/05_tideglass_lagoon_map.png,Weapon Skin Shop: Chromaforge Tideglass
06 Geothermal Abyss,03 The Wayfora Archipelago,Zephyr Bridge,area_maps/sub_locations/06_geothermal_abyss/03_the_wayfora_archipelago/06_zephyr_bridge_map.png,Marketplace: Trade Circle Zephyr; General Goods: Provisions of Zephyr
06 Geothermal Abyss,03 The Wayfora Archipelago,Elemental Shrine Ring,area_maps/sub_locations/06_geothermal_abyss/03_the_wayfora_archipelago/07_elemental_shrine_ring_map.png,Tailor: Needlehouse Elemental
06 Geothermal Abyss,03 The Wayfora Archipelago,Transit Beacon,area_maps/sub_locations/06_geothermal_abyss/03_the_wayfora_archipelago/08_transit_beacon_map.png,Armor Dye Pack Shop: Pigment Loft Transit
06 Geothermal Abyss,03 The Wayfora Archipelago,Outer Breakwater,area_maps/sub_locations/06_geothermal_abyss/03_the_wayfora_archipelago/09_outer_breakwater_map.png,Food Stall: Hotplate Outer
