quest_id,quest_number,quest_title,act,recommended_level,quest_type,primary_location,monster_tier,allowed_monsters,max_normal_monster_level,subquest_1_xp,subquest_2_xp,subquest_3_xp,subquest_4_xp,subquest_5_xp,subquest_6_xp,quest_completion_xp,quest_story_xp_total,boss_encounter_xp_separate,milestone_boss,reward_name,reward_type,rarity,item_power,min_level,consumables_materials,reward_note,story_unlock_from_original_outline
Q111,111,Abyssal Relay Nine,5 — Tides of the Leviathan Code,18,Assault,Abyssal Relay Nine,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",19,505,540,575,610,645,720,2395,5990,0,,Leviathan Wayfinder Supply Cache,General Reward Cache,Rare,301,18,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl",Standard story reward; intentionally modest XP and power.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q112,112,Nyx Solaro’s Ultimatum,5 — Tides of the Leviathan Code,18,Escort,Caldera’s Wake,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",19,505,540,575,610,650,720,1935,5535,0,,Leviathan Field-Survival Cache,Consumable + Utility Cache,Rare,296,18,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl",Sustains difficult play without replacing gear progression.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q113,113,Caldera Surfaces,5 — Tides of the Leviathan Code,18,Puzzle,Stormbreak Shoals,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",19,495,530,565,605,640,710,1825,5370,0,,Leviathan Wayfinder Supply Cache,General Reward Cache,Rare,296,18,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl",Standard story reward; intentionally modest XP and power.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q114,114,The Choir Beneath the Hull,5 — Tides of the Leviathan Code,19,Heist,The Sunless Trench,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",20,610,650,695,740,780,865,2440,6780,0,,Leviathan Technical Cache: Leviathan Pearl Bundle,Crafting / Upgrade Materials,Rare,308,19,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl",Supports upgrades but requires additional farmed materials.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q115,115,Keys to the Sunless Trench,5 — Tides of the Leviathan Code,19,Network,Reefspire Harbor,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",20,610,650,695,740,780,865,2440,6780,0,,Leviathan Helm Armor Piece,Armor Piece,Rare,308,19,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q116,116,Saboteurs in the Airlocks,5 — Tides of the Leviathan Code,19,Investigation,Pearl Court Dome,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",20,615,655,700,745,790,875,2060,6440,0,,Leviathan Reputation Writ + Evidence Cache,Reputation / Utility,Rare,308,19,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q117,117,The Pearl Court Betrayal,5 — Tides of the Leviathan Code,19,Rescue,The Pressure Road,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",20,605,650,690,735,780,860,2325,6645,0,,Leviathan Field-Survival Cache,Consumable + Utility Cache,Rare,308,19,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl",Sustains difficult play without replacing gear progression.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q118,118,Leviathan Code Fragment,5 — Tides of the Leviathan Code,19,Defense,Abyssal Relay Nine,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",20,620,660,705,750,795,885,2705,7120,0,,Leviathan Field-Survival Cache,Consumable + Utility Cache,Rare,308,19,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl",Sustains difficult play without replacing gear progression.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q119,119,Battle of Stormbreak Shoals,5 — Tides of the Leviathan Code,19,Stealth,Caldera’s Wake,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",20,595,635,680,720,765,850,2190,6435,0,,Leviathan Wayfinder Supply Cache,General Reward Cache,Rare,308,19,"2x Reinforced Vitality Injector, 1x Guard-Break Oil, 13x Leviathan Pearl",Standard story reward; intentionally modest XP and power.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q120,120,Mora Quill’s Reckoning,5 — Tides of the Leviathan Code,20,Crafting,Stormbreak Shoals,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",21,655,700,745,795,840,935,2630,7300,0,,Leviathan Class Weapon Calibration Kit,Weapon Upgrade Component,Rare,320,20,"2x Reinforced Vitality Injector, 2x Guard-Break Oil, 14x Leviathan Pearl",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q121,121,The Armada Below,5 — Tides of the Leviathan Code,20,Diplomacy,The Sunless Trench,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",21,645,690,735,780,830,920,1970,6570,0,,Leviathan Reputation Writ + Evidence Cache,Reputation / Utility,Rare,320,20,"2x Reinforced Vitality Injector, 2x Guard-Break Oil, 14x Leviathan Pearl","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q122,122,Decode the Whale-Signal,5 — Tides of the Leviathan Code,20,Dungeon,Reefspire Harbor,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",21,650,700,745,790,840,930,3375,8030,0,,Leviathan Delver Cache: Chestguard or Weapon-Mod Choice,Dungeon Gear Choice Cache,Rare,327,20,"2x Reinforced Vitality Injector, 2x Guard-Break Oil, 14x Leviathan Pearl",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q123,123,The Sunless Trench Descent,5 — Tides of the Leviathan Code,20,Assault,Pearl Court Dome,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",21,650,695,740,790,835,930,3095,7735,0,,Leviathan Wayfinder Supply Cache,General Reward Cache,Rare,325,20,"2x Reinforced Vitality Injector, 2x Guard-Break Oil, 14x Leviathan Pearl",Standard story reward; intentionally modest XP and power.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q124,124,Duel with Admiral Solaro,5 — Tides of the Leviathan Code,20,Boss,The Pressure Road,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",21,630,675,720,765,810,895,3680,8175,12000,The Null Anomaly,Null-Splinter Phaseblade (The Null Anomaly Trophy),Milestone Boss Trophy / Adaptive Weapon Token,Rare,342,20,"2x Reinforced Vitality Injector, 2x Guard-Break Oil, 14x Leviathan Pearl",Boss trophy converts to a class-appropriate weapon/focus and does not bypass the level requirement.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q125,125,The Leviathan Code Sings,5 — Tides of the Leviathan Code,20,Resolution,Abyssal Relay Nine,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",21,680,730,780,825,875,975,3525,8390,0,,Leviathan Act-Capstone Relic: Leviathan Code Array Prism,Act Artifact + Set Token,Rare,343,20,"2x Reinforced Vitality Injector, 2x Guard-Break Oil, 14x Leviathan Pearl","Major act-finale reward; grants a story-set token, not a full best-in-slot item.","Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q126,126,Cratergate Opens Above,6 — The Hollow Moon War,21,Investigation,Cratergate,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",22,840,900,960,1020,1080,1200,2820,8820,0,,Hollow-Moon Reputation Writ + Evidence Cache,Reputation / Utility,Rare+,332,21,"2x Aether Reconstructor, 2x Overdrive Ampoule, 14x Moonbone Alloy","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q127,127,First Steps in Low Gravity,6 — The Hollow Moon War,21,Rescue,The Upside Citadel,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",22,825,885,945,1005,1065,1185,3185,9095,0,,Hollow-Moon Field-Survival Cache,Consumable + Utility Cache,Rare+,332,21,"2x Aether Reconstructor, 2x Overdrive Ampoule, 14x Moonbone Alloy",Sustains difficult play without replacing gear progression.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q128,128,The Mirror-Twin’s Warning,6 — The Hollow Moon War,21,Defense,Mirror Barrens,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",22,845,905,965,1025,1085,1215,3705,9745,0,,Hollow-Moon Field-Survival Cache,Consumable + Utility Cache,Rare+,332,21,"2x Aether Reconstructor, 2x Overdrive Ampoule, 14x Moonbone Alloy",Sustains difficult play without replacing gear progression.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q129,129,Upside Citadel Breach,6 — The Hollow Moon War,21,Stealth,Silver Monastery,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",22,815,875,930,990,1050,1160,3000,8820,0,,Hollow-Moon Wayfinder Supply Cache,General Reward Cache,Rare+,332,21,"2x Aether Reconstructor, 2x Overdrive Ampoule, 14x Moonbone Alloy",Standard story reward; intentionally modest XP and power.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q130,130,Professor Quen’s Paradox,6 — The Hollow Moon War,21,Crafting,Orbital Anchor Field,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",22,830,890,950,1010,1070,1190,3340,9280,0,,Hollow-Moon Class Weapon Calibration Kit,Weapon Upgrade Component,Rare+,332,21,"2x Aether Reconstructor, 2x Overdrive Ampoule, 14x Moonbone Alloy",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q131,131,Silver Monastery Vows,6 — The Hollow Moon War,22,Diplomacy,The Weightless Archive,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",23,920,985,1050,1115,1180,1315,2815,9380,0,,Hollow-Moon Reputation Writ + Evidence Cache,Reputation / Utility,Rare+,344,22,"2x Aether Reconstructor, 2x Overdrive Ampoule, 15x Moonbone Alloy","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q132,132,The Pale Court’s Invitation,6 — The Hollow Moon War,22,Exploration,Pale Court Theater,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",23,915,980,1045,1110,1175,1295,3065,9585,0,,Hollow-Moon Wayfinder Supply Cache,General Reward Cache,Rare+,344,22,"2x Aether Reconstructor, 2x Overdrive Ampoule, 15x Moonbone Alloy",Standard story reward; intentionally modest XP and power.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q133,133,Orbital Anchor Survey,6 — The Hollow Moon War,22,Dungeon,Cratergate,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",23,930,1000,1065,1130,1195,1330,4815,11465,0,,Hollow-Moon Delver Cache: Cloak or Weapon-Mod Choice,Dungeon Gear Choice Cache,Rare+,351,22,"2x Aether Reconstructor, 2x Overdrive Ampoule, 15x Moonbone Alloy",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q134,134,Pilot Rixx’s Crash Site,6 — The Hollow Moon War,22,Boss,The Upside Citadel,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",23,900,965,1025,1090,1155,1285,5250,11670,0,,Hollow-Moon Elite Spoils Cache: Cloak Pattern,Elite Gear Pattern,Rare+,354,22,"2x Aether Reconstructor, 2x Overdrive Ampoule, 15x Moonbone Alloy",Local boss reward; power capped to quest level to avoid overgearing.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q135,135,The Barrens Reflect Back,6 — The Hollow Moon War,22,Moral,Mirror Barrens,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",23,915,980,1045,1110,1175,1310,3365,9900,0,,Hollow-Moon Bracers Armor Piece,Armor Piece,Rare+,344,22,"2x Aether Reconstructor, 2x Overdrive Ampoule, 15x Moonbone Alloy",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q136,136,Moon Monk Sovan’s Trial,6 — The Hollow Moon War,23,Assault,Silver Monastery,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",24,1050,1125,1200,1275,1350,1490,4990,12480,0,,Hollow-Moon Wayfinder Supply Cache,General Reward Cache,Rare+,361,23,"2x Aether Reconstructor, 2x Overdrive Ampoule, 15x Moonbone Alloy",Standard story reward; intentionally modest XP and power.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q137,137,Asha’s Gravity Lance,6 — The Hollow Moon War,23,Escort,Orbital Anchor Field,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",24,1050,1125,1200,1275,1350,1500,4040,11540,0,,Hollow-Moon Field-Survival Cache,Consumable + Utility Cache,Rare+,356,23,"2x Aether Reconstructor, 2x Overdrive Ampoule, 15x Moonbone Alloy",Sustains difficult play without replacing gear progression.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q138,138,The Weightless Archive,6 — The Hollow Moon War,23,Puzzle,The Weightless Archive,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",24,1035,1105,1180,1255,1330,1475,3805,11185,0,,Hollow-Moon Wayfinder Supply Cache,General Reward Cache,Rare+,356,23,"2x Aether Reconstructor, 2x Overdrive Ampoule, 15x Moonbone Alloy",Standard story reward; intentionally modest XP and power.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q139,139,Legion of Borrowed Faces,6 — The Hollow Moon War,23,Heist,Pale Court Theater,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",24,1055,1130,1205,1280,1355,1510,4240,11775,0,,Hollow-Moon Technical Cache: Moonbone Alloy Bundle,Crafting / Upgrade Materials,Rare+,356,23,"2x Aether Reconstructor, 2x Overdrive Ampoule, 15x Moonbone Alloy",Supports upgrades but requires additional farmed materials.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q140,140,Keystone in Three Shadows,6 — The Hollow Moon War,23,Network,Cratergate,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",24,1055,1130,1205,1280,1355,1515,4240,11780,0,,Hollow-Moon Class Weapon Calibration Kit,Weapon Upgrade Component,Rare+,356,23,"2x Aether Reconstructor, 2x Overdrive Ampoule, 15x Moonbone Alloy",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q141,141,Sabotage the Anchor Field,6 — The Hollow Moon War,24,Investigation,The Upside Citadel,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",25,1210,1300,1385,1470,1560,1730,4070,12725,0,,Hollow-Moon Reputation Writ + Evidence Cache,Reputation / Utility,Rare+,368,24,"2x Aether Reconstructor, 2x Overdrive Ampoule, 16x Moonbone Alloy","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q142,142,Mirror-Twin Betrayal,6 — The Hollow Moon War,24,Rescue,Mirror Barrens,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",25,1195,1280,1365,1450,1535,1710,4595,13130,0,,Hollow-Moon Field-Survival Cache,Consumable + Utility Cache,Rare+,368,24,"2x Aether Reconstructor, 2x Overdrive Ampoule, 16x Moonbone Alloy",Sustains difficult play without replacing gear progression.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q143,143,The Pale Regent’s Masquerade,6 — The Hollow Moon War,24,Defense,Silver Monastery,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",25,1220,1310,1395,1480,1570,1745,5345,14065,0,,Hollow-Moon Field-Survival Cache,Consumable + Utility Cache,Rare+,368,24,"2x Aether Reconstructor, 2x Overdrive Ampoule, 16x Moonbone Alloy",Sustains difficult play without replacing gear progression.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q144,144,Lunarch Civil War,6 — The Hollow Moon War,24,Stealth,Orbital Anchor Field,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",25,1175,1260,1345,1430,1510,1680,4325,12725,0,,Hollow-Moon Wayfinder Supply Cache,General Reward Cache,Rare+,368,24,"2x Aether Reconstructor, 2x Overdrive Ampoule, 16x Moonbone Alloy",Standard story reward; intentionally modest XP and power.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q145,145,The Upside Citadel Falls,6 — The Hollow Moon War,24,Crafting,The Weightless Archive,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",25,1200,1285,1370,1460,1545,1715,4820,13395,0,,Hollow-Moon Amulet Armor Piece,Armor Piece,Rare+,368,24,"2x Aether Reconstructor, 2x Overdrive Ampoule, 16x Moonbone Alloy",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q146,146,Orbit Burns Blue,6 — The Hollow Moon War,25,Diplomacy,Pale Court Theater,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",25,1220,1310,1395,1485,1570,1750,3740,12470,0,,Hollow-Moon Reputation Writ + Evidence Cache,Reputation / Utility,Rare+,380,25,"2x Aether Reconstructor, 2x Overdrive Ampoule, 16x Moonbone Alloy","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q147,147,Resolve the Paradox,6 — The Hollow Moon War,25,Dungeon,Cratergate,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",25,1240,1325,1415,1505,1590,1765,6400,15240,0,,Hollow-Moon Delver Cache: Amulet or Weapon-Mod Choice,Dungeon Gear Choice Cache,Rare+,387,25,"2x Aether Reconstructor, 2x Overdrive Ampoule, 16x Moonbone Alloy",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q148,148,Storm the Pale Court Theater,6 — The Hollow Moon War,25,Assault,The Upside Citadel,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",25,1235,1320,1410,1500,1585,1760,5875,14685,0,,Hollow-Moon Wayfinder Supply Cache,General Reward Cache,Rare+,385,25,"2x Aether Reconstructor, 2x Overdrive Ampoule, 16x Moonbone Alloy",Standard story reward; intentionally modest XP and power.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q149,149,Break the Moon Siege Anchor,6 — The Hollow Moon War,25,Boss,Mirror Barrens,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",25,1195,1280,1365,1450,1535,1710,6980,15515,18000,The Ascendant Colossus,Colossus Heartplate (The Ascendant Colossus Trophy),Milestone Boss Trophy / Adaptive Weapon Token,Rare+,402,25,"2x Aether Reconstructor, 2x Overdrive Ampoule, 16x Moonbone Alloy",Boss trophy converts to a class-appropriate weapon/focus and does not bypass the level requirement.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q150,150,The Hollow Moon Remembers,6 — The Hollow Moon War,25,Resolution,Silver Monastery,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend",25,1295,1385,1480,1570,1665,1845,6690,15930,0,,Hollow-Moon Act-Capstone Relic: Hollow Moon Keystone Shard,Act Artifact + Set Token,Rare+,403,25,"2x Aether Reconstructor, 2x Overdrive Ampoule, 16x Moonbone Alloy","Major act-finale reward; grants a story-set token, not a full best-in-slot item.","Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q151,151,The Armies Arrive Separately,7 — Siege of the Black Meridian,26,Investigation,Outer Siege Lines,Late Game,"The Nexus Swarmers, Nexus Warden",27,1275,1365,1460,1550,1640,1820,4285,13395,0,,Black-Meridian Reputation Writ + Evidence Cache,Reputation / Utility,Epic,392,26,"2x Aether Reconstructor, 2x Overdrive Ampoule, 17x Meridian Cipher Plate","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q152,152,Outer Siege Line Council,7 — Siege of the Black Meridian,26,Rescue,East Aqueduct Wall,Late Game,"The Nexus Swarmers, Nexus Warden",27,1260,1350,1440,1525,1615,1795,4835,13820,0,,Black-Meridian Field-Survival Cache,Consumable + Utility Cache,Epic,392,26,"2x Aether Reconstructor, 2x Overdrive Ampoule, 17x Meridian Cipher Plate",Sustains difficult play without replacing gear progression.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q153,153,Aqueduct Wall Weakpoint,7 — Siege of the Black Meridian,26,Defense,The Senatorial Maze,Late Game,"The Nexus Swarmers, Nexus Warden",27,1285,1375,1470,1560,1650,1840,5625,14805,0,,Black-Meridian Field-Survival Cache,Consumable + Utility Cache,Epic,392,26,"2x Aether Reconstructor, 2x Overdrive Ampoule, 17x Meridian Cipher Plate",Sustains difficult play without replacing gear progression.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q154,154,Civilian Ward Evacuation,7 — Siege of the Black Meridian,26,Stealth,Null Cathedral,Late Game,"The Nexus Swarmers, Nexus Warden",27,1240,1325,1415,1505,1590,1765,4555,13395,0,,Black-Meridian Wayfinder Supply Cache,General Reward Cache,Epic,392,26,"2x Aether Reconstructor, 2x Overdrive Ampoule, 17x Meridian Cipher Plate",Standard story reward; intentionally modest XP and power.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q155,155,The Senatorial Maze,7 — Siege of the Black Meridian,26,Crafting,Civic Catacombs,Late Game,"The Nexus Swarmers, Nexus Warden",27,1265,1355,1445,1535,1625,1800,5080,14105,0,,Black-Meridian Gloves Armor Piece,Armor Piece,Epic,392,26,"2x Aether Reconstructor, 2x Overdrive Ampoule, 17x Meridian Cipher Plate",Single armor piece; set bonuses require several story and crafting inputs.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q156,156,Null Paladin Patrol Codes,7 — Siege of the Black Meridian,27,Diplomacy,Meridian Switchyard,Late Game,"The Nexus Swarmers, Nexus Warden",28,1360,1460,1555,1655,1750,1945,4165,13890,0,,Black-Meridian Reputation Writ + Evidence Cache,Reputation / Utility,Epic,404,27,"2x Aether Reconstructor, 2x Overdrive Ampoule, 17x Meridian Cipher Plate","Primarily unlocks vendors, dialogue, and crafting discounts.","Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q157,157,Sera Nox’s Deep Cover,7 — Siege of the Black Meridian,27,Exploration,Chancellor’s Bastion,Late Game,"The Nexus Swarmers, Nexus Warden",28,1350,1450,1545,1640,1740,1930,4540,14195,0,,Black-Meridian Wayfinder Supply Cache,General Reward Cache,Epic,404,27,"2x Aether Reconstructor, 2x Overdrive Ampoule, 17x Meridian Cipher Plate",Standard story reward; intentionally modest XP and power.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
Q158,158,The Bastion Guns,7 — Siege of the Black Meridian,27,Dungeon,Outer Siege Lines,Late Game,"The Nexus Swarmers, Nexus Warden",28,1380,1475,1575,1675,1770,1970,7130,16975,0,,Black-Meridian Delver Cache: Gloves or Weapon-Mod Choice,Dungeon Gear Choice Cache,Epic,411,27,"2x Aether Reconstructor, 2x Overdrive Ampoule, 17x Meridian Cipher Plate",Choice cache supports armor catch-up without providing a full weapon jump.,"Unlocks: allied support tokens, upgraded travel access, and a new investigation lead."
Q159,159,Renn’s Floodgate Gambit,7 — Siege of the Black Meridian,27,Boss,East Aqueduct Wall,Late Game,"The Nexus Swarmers, Nexus Warden",28,1330,1425,1520,1615,1710,1905,7780,17285,0,,Black-Meridian Elite Spoils Cache: Gloves Pattern,Elite Gear Pattern,Epic,414,27,"2x Aether Reconstructor, 2x Overdrive Ampoule, 17x Meridian Cipher Plate",Local boss reward; power capped to quest level to avoid overgearing.,"Unlocks: a traversal upgrade, a faction favor, and a replayable encounter modifier."
Q160,160,Varo’s Royal Claim,7 — Siege of the Black Meridian,27,Moral,The Senatorial Maze,Late Game,"The Nexus Swarmers, Nexus Warden",28,1355,1450,1545,1645,1740,1935,4985,14655,0,,Black-Meridian Class Weapon Calibration Kit,Weapon Upgrade Component,Epic,404,27,"2x Aether Reconstructor, 2x Overdrive Ampoule, 17x Meridian Cipher Plate",Upgrades the active class weapon one bracket if the player already meets the level gate.,"Unlocks: crafting schematics, world-state evidence, and access to the next secure location."
Q161,161,Asha Holds the Skybridge,7 — Siege of the Black Meridian,28,Assault,Null Cathedral,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",29,1515,1625,1730,1840,1950,2165,7215,18040,0,,Black-Meridian Wayfinder Supply Cache,General Reward Cache,Epic,421,28,"2x Aether Reconstructor, 2x Overdrive Ampoule, 18x Meridian Cipher Plate",Standard story reward; intentionally modest XP and power.,"Unlocks: an NPC loyalty increase, a tactical perk, and a changed patrol or civilian state."
Q162,162,Civic Catacomb Routes,7 — Siege of the Black Meridian,28,Escort,Civic Catacombs,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",29,1520,1625,1735,1845,1950,2165,5840,16680,0,,Black-Meridian Field-Survival Cache,Consumable + Utility Cache,Epic,416,28,"2x Aether Reconstructor, 2x Overdrive Ampoule, 18x Meridian Cipher Plate",Sustains difficult play without replacing gear progression.,"Unlocks: a boss intel file, rare materials, and one main-story route unlock."
Q163,163,The Senate Hostage Vote,7 — Siege of the Black Meridian,28,Puzzle,Meridian Switchyard,Late Game,"The Nexus Swarmers, Nexus Warden, The Scrap-Stalker",29,1495,1600,1705,1815,1920,2135,5495,16165,0,,Black-Meridian Wayfinder Supply Cache,General Reward Cache,Epic,416,28,"2x Aether Reconstructor, 2x Overdrive Ampoule, 18x Meridian Cipher Plate",Standard story reward; intentionally modest XP and power.,"Unlocks: campaign reputation, a new codex entry, and a permanent hub-state update."
