quest_id,quest_number,quest_title,act,recommended_level,quest_type,subquest_number,subquest_title,subquest_objective,subquest_xp,subquest_reward,monster_gate,allowed_monsters
Q117,117,The Pearl Court Betrayal,5 — Tides of the Leviathan Code,19,Rescue,4,Stabilize & Arm,"Treat injuries, distribute emergency gear, and assign escort roles to the survivors.",735,7x Leviathan Pearl; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q117,117,The Pearl Court Betrayal,5 — Tides of the Leviathan Code,19,Rescue,5,Breakout,Escort the rescued group through a live combat or traversal sequence while Admiral Nyx Solaro and the Drowned Armada tries to cut them off.,780,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q117,117,The Pearl Court Betrayal,5 — Tides of the Leviathan Code,19,Rescue,6,Debrief,"Return the survivors to Captain Mora Quill, extract their intelligence, and add their testimony to the main campaign board.",860,Quest-turn-in cache fragment; 8x Leviathan Pearl,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q118,118,Leviathan Code Fragment,5 — Tides of the Leviathan Code,19,Defense,1,Assess the Line,"Survey Abyssal Relay Nine, identify three weak points, and choose where allied NPC squads should fortify.",620,5x Leviathan Pearl; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q118,118,Leviathan Code Fragment,5 — Tides of the Leviathan Code,19,Defense,2,Build the Hold,"Repair barricades, deploy sensors or wards, and place fallback supplies for Drowned Armada defenders.",660,6x Leviathan Pearl; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q118,118,Leviathan Code Fragment,5 — Tides of the Leviathan Code,19,Defense,3,First Wave,"Repel the opening attack from Admiral Nyx Solaro and the Drowned Armada while preserving civilians, engineers, or critical structures.",705,Faction scrip +2; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q118,118,Leviathan Code Fragment,5 — Tides of the Leviathan Code,19,Defense,4,Mid-Battle Crisis,"Respond to a breach, sabotage event, or elite flank at Stormbreak Shoals before morale collapses.",750,7x Leviathan Pearl; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q118,118,Leviathan Code Fragment,5 — Tides of the Leviathan Code,19,Defense,5,Counterstrike,"Push out from the line, destroy the attackers’ command node, and defeat their field captain.",795,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q118,118,Leviathan Code Fragment,5 — Tides of the Leviathan Code,19,Defense,6,After-Action Lockdown,"Stabilize Reefspire Harbor, count losses, recover evidence, and authorize the next campaign movement.",885,Quest-turn-in cache fragment; 8x Leviathan Pearl,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q119,119,Battle of Stormbreak Shoals,5 — Tides of the Leviathan Code,19,Stealth,1,Cover Identity,"Acquire credentials, disguise tokens, or spoofed access from AI Buoy-13 without alerting Admiral Nyx Solaro and the Drowned Armada.",595,5x Leviathan Pearl; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q119,119,Battle of Stormbreak Shoals,5 — Tides of the Leviathan Code,19,Stealth,2,Patrol Read,"Map guard paths, camera/scrying cones, and alarm relays across Caldera’s Wake.",635,6x Leviathan Pearl; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q119,119,Battle of Stormbreak Shoals,5 — Tides of the Leviathan Code,19,Stealth,3,Silent Entry,"Enter The Sunless Trench through a maintenance path, forgotten ritual door, or vertical traversal route.",680,Faction scrip +2; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q119,119,Battle of Stormbreak Shoals,5 — Tides of the Leviathan Code,19,Stealth,4,Plant or Extract,"Install the needed device, steal the objective item, or copy the restricted records before detection rises.",720,7x Leviathan Pearl; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q119,119,Battle of Stormbreak Shoals,5 — Tides of the Leviathan Code,19,Stealth,5,Clean Exit,"Escape through Pearl Court Dome, erase trace evidence, and protect any undercover allies left inside.",765,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q119,119,Battle of Stormbreak Shoals,5 — Tides of the Leviathan Code,19,Stealth,6,Intel Hand-Off,"Report to Tidecaller Renn, compare the intel to existing clues, and flag the next vulnerability.",850,Quest-turn-in cache fragment; 8x Leviathan Pearl,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q120,120,Mora Quill’s Reckoning,5 — Tides of the Leviathan Code,20,Crafting,1,Specification,"Receive the schematic from Leviathan Caldera and identify the exact component, calibration, or ritual gap blocking progress.",655,6x Leviathan Pearl; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q120,120,Mora Quill’s Reckoning,5 — Tides of the Leviathan Code,20,Crafting,2,Rare Components,"Recover parts or reagents from Stormbreak Shoals, Reefspire Harbor, and a hostile cache controlled by Admiral Nyx Solaro and the Drowned Armada.",700,7x Leviathan Pearl; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q120,120,Mora Quill’s Reckoning,5 — Tides of the Leviathan Code,20,Crafting,3,Prototype Build,"Assemble the device, cure, key, or upgrade while keeping failure states visible to the player.",745,Faction scrip +3; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q120,120,Mora Quill’s Reckoning,5 — Tides of the Leviathan Code,20,Crafting,4,Field Calibration,"Test the prototype in The Pressure Road, collect telemetry, and correct one unexpected malfunction.",795,8x Leviathan Pearl; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q120,120,Mora Quill’s Reckoning,5 — Tides of the Leviathan Code,20,Crafting,5,Workshop Defense,Defend Captain Mora Quill and the build site while enemies attempt to interrupt final assembly.,840,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q120,120,Mora Quill’s Reckoning,5 — Tides of the Leviathan Code,20,Crafting,6,Deployment,"Install the completed tool into the campaign objective and document what new traversal, combat, or story route it unlocks.",935,Quest-turn-in cache fragment; 9x Leviathan Pearl,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q121,121,The Armada Below,5 — Tides of the Leviathan Code,20,Diplomacy,1,Gain Audience,"Earn entry to a council, war table, or faction court at The Sunless Trench by solving their immediate access demand.",645,6x Leviathan Pearl; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q121,121,The Armada Below,5 — Tides of the Leviathan Code,20,Diplomacy,2,Proof Package,"Collect verifiable proof from Pearl Court Dome, including one witness, one artifact, and one enemy contradiction.",690,7x Leviathan Pearl; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q121,121,The Armada Below,5 — Tides of the Leviathan Code,20,Diplomacy,3,Faction Demands,"Hear the objections of Pelagos Freeports and Drowned Armada, then identify the demand that can be satisfied without betraying the main alliance.",735,Faction scrip +3; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q121,121,The Armada Below,5 — Tides of the Leviathan Code,20,Diplomacy,4,Mediation Trial,"Resolve a staged debate, duel of honor, or public accusation while Admiral Nyx Solaro and the Drowned Armada tries to inflame the room.",780,8x Leviathan Pearl; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q121,121,The Armada Below,5 — Tides of the Leviathan Code,20,Diplomacy,5,Binding Action,"Complete the concession, rescue, exchange, or symbolic act required to make the agreement real.",830,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q121,121,The Armada Below,5 — Tides of the Leviathan Code,20,Diplomacy,6,Accord Ratified,"Return to Tidecaller Renn, lock in the new ally or resource, and record the consequence for future quests.",920,Quest-turn-in cache fragment; 9x Leviathan Pearl,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q122,122,Decode the Whale-Signal,5 — Tides of the Leviathan Code,20,Dungeon,1,Entry Key,"Assemble the access key, ritual phrase, override code, or environmental condition needed to open Reefspire Harbor.",650,6x Leviathan Pearl; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q122,122,Decode the Whale-Signal,5 — Tides of the Leviathan Code,20,Dungeon,2,First Wing,"Clear the opening section, teaching the dungeon’s signature mechanic through low-risk encounters.",700,7x Leviathan Pearl; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q122,122,Decode the Whale-Signal,5 — Tides of the Leviathan Code,20,Dungeon,3,Mechanic Deepening,Solve the mid-dungeon puzzle or traversal gauntlet in The Pressure Road while enemies pressure the group.,745,Faction scrip +3; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q122,122,Decode the Whale-Signal,5 — Tides of the Leviathan Code,20,Dungeon,4,Elite Guardian,"Defeat a themed guardian tied to Admiral Nyx Solaro and the Drowned Armada, preserving any optional prisoners, records, or artifacts.",790,8x Leviathan Pearl; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q122,122,Decode the Whale-Signal,5 — Tides of the Leviathan Code,20,Dungeon,5,Final Chamber,"Activate the core mechanism, survive a hazard spike, and claim or purify the Leviathan Code Array.",840,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q122,122,Decode the Whale-Signal,5 — Tides of the Leviathan Code,20,Dungeon,6,Dungeon Exit,"Escape collapse, corruption, or lockdown and brief AI Buoy-13 on what the dungeon revealed.",930,Quest-turn-in cache fragment; 9x Leviathan Pearl,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q123,123,The Sunless Trench Descent,5 — Tides of the Leviathan Code,20,Assault,1,Battle Plan,"Coordinate with Diver Kesh, assign allied squads, and identify the primary breach point at Pearl Court Dome.",650,6x Leviathan Pearl; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q123,123,The Sunless Trench Descent,5 — Tides of the Leviathan Code,20,Assault,2,Forward Push,Capture the outer objective while avoiding unnecessary damage to civilians or vital systems.,695,7x Leviathan Pearl; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q123,123,The Sunless Trench Descent,5 — Tides of the Leviathan Code,20,Assault,3,Disable Support,"Destroy artillery, ritual anchors, drone relays, or elite reinforcements linked to Admiral Nyx Solaro and the Drowned Armada.",740,Faction scrip +3; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q123,123,The Sunless Trench Descent,5 — Tides of the Leviathan Code,20,Assault,4,Interior Fight,"Move through Abyssal Relay Nine, clear resistance, and keep the main objective from going into lockdown.",790,8x Leviathan Pearl; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q123,123,The Sunless Trench Descent,5 — Tides of the Leviathan Code,20,Assault,5,Command Node,"Defeat the commander, seize the records or control interface, and prevent a last-second scuttle.",835,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q123,123,The Sunless Trench Descent,5 — Tides of the Leviathan Code,20,Assault,6,Occupation Protocol,"Secure Stormbreak Shoals, hand control to allies, and verify that the assault achieved the story purpose.",930,Quest-turn-in cache fragment; 9x Leviathan Pearl,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q124,124,Duel with Admiral Solaro,5 — Tides of the Leviathan Code,20,Boss,1,Boss Intel,"Gather three tells, resistances, or arena hazards connected to the boss force under Admiral Nyx Solaro and the Drowned Armada.",630,6x Leviathan Pearl; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q124,124,Duel with Admiral Solaro,5 — Tides of the Leviathan Code,20,Boss,2,Arena Preparation,"Disable shields, open safe lanes, and position allied supports around The Pressure Road.",675,7x Leviathan Pearl; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q124,124,Duel with Admiral Solaro,5 — Tides of the Leviathan Code,20,Boss,3,Phase One,"Engage the boss, learn the baseline pattern, and interrupt the first wipe mechanic.",720,Faction scrip +3; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q124,124,Duel with Admiral Solaro,5 — Tides of the Leviathan Code,20,Boss,4,Phase Two Crisis,"Handle adds, environmental shifts, or corrupted allies as the fight escalates.",765,8x Leviathan Pearl; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q124,124,Duel with Admiral Solaro,5 — Tides of the Leviathan Code,20,Boss,5,Final Break,"Exploit the revealed weakness, defeat the boss, and choose whether to capture, cleanse, or destroy the remnant.",810,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q124,124,Duel with Admiral Solaro,5 — Tides of the Leviathan Code,20,Boss,6,Victory Consequence,"Secure the Leviathan Code Array, report to AI Buoy-13, and unlock the next act-level route or political consequence.",895,Quest-turn-in cache fragment; 9x Leviathan Pearl,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q125,125,The Leviathan Code Sings,5 — Tides of the Leviathan Code,20,Resolution,1,Consequence Review,"Meet Leviathan Caldera, Captain Mora Quill, and a faction representative to review what changed after the prior conflict.",680,6x Leviathan Pearl; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q125,125,The Leviathan Code Sings,5 — Tides of the Leviathan Code,20,Resolution,2,Loose Ends,"Resolve one survivor need, one political risk, and one technical or magical instability at Abyssal Relay Nine.",730,7x Leviathan Pearl; 1x Reinforced Vitality Injector,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q125,125,The Leviathan Code Sings,5 — Tides of the Leviathan Code,20,Resolution,3,Public Moment,"Deliver a speech, trial result, memorial, coronation, or reveal that translates victory into social change.",780,Faction scrip +3; 1x Guard-Break Oil,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q125,125,The Leviathan Code Sings,5 — Tides of the Leviathan Code,20,Resolution,4,Future Threat,"Discover the next act’s clue through a relic, transmission, prisoner confession, or dream vision.",825,8x Leviathan Pearl; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q125,125,The Leviathan Code Sings,5 — Tides of the Leviathan Code,20,Resolution,5,Unlock,"Open the new route, allied ability, world system, or hub upgrade needed for the next major arc.",875,1x Reinforced Vitality Injector; 1x Guard-Break Oil; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q125,125,The Leviathan Code Sings,5 — Tides of the Leviathan Code,20,Resolution,6,Act Transition,Commit the party to the next destination and preserve one emotional beat for long-term payoff.,975,Quest-turn-in cache fragment; 9x Leviathan Pearl,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q126,126,Cratergate Opens Above,6 — The Hollow Moon War,21,Investigation,1,Briefing & Suspicion,"Meet Gravity-Knight Asha at Cratergate, record the reported anomaly, and mark three contradictions in the official account.",840,6x Moonbone Alloy; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q126,126,Cratergate Opens Above,6 — The Hollow Moon War,21,Investigation,2,Scene Sweep,"Inspect Mirror Barrens for physical traces, corrupted aether residue, witness routes, and any signs of staged evidence.",900,7x Moonbone Alloy; 1x Aether Reconstructor,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q126,126,Cratergate Opens Above,6 — The Hollow Moon War,21,Investigation,3,Witness Web,"Interview survivors from Lunarch Wardens and Mirrorborn Legions, then compare their timelines against the Starwell pulse log.",960,Faction scrip +3; 1x Overdrive Ampoule,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q126,126,Cratergate Opens Above,6 — The Hollow Moon War,21,Investigation,4,Hidden Trail,"Follow the recovered clue through Orbital Anchor Field, avoiding false leads planted by The Pale Regent and the Mirrorborn Legions.",1020,8x Moonbone Alloy; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q126,126,Cratergate Opens Above,6 — The Hollow Moon War,21,Investigation,5,Confrontation,"Corner the responsible agent or corrupted system, force a confession or data dump, and survive the countermeasure.",1080,1x Aether Reconstructor; 1x Overdrive Ampoule; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q126,126,Cratergate Opens Above,6 — The Hollow Moon War,21,Investigation,6,Case Closure,"Deliver a verified finding to Professor Quen, update the alliance risk map, and unlock the next operational lead.",1200,Quest-turn-in cache fragment; 9x Moonbone Alloy,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q127,127,First Steps in Low Gravity,6 — The Hollow Moon War,21,Rescue,1,Distress Signal,"Triangulate the missing group’s last signal between The Upside Citadel, Silver Monastery, and The Weightless Archive.",825,6x Moonbone Alloy; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q127,127,First Steps in Low Gravity,6 — The Hollow Moon War,21,Rescue,2,Safe Route,"Clear hazards, ambush points, or environmental blockers so a rescue team can enter without wiping.",885,7x Moonbone Alloy; 1x Aether Reconstructor,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q127,127,First Steps in Low Gravity,6 — The Hollow Moon War,21,Rescue,3,Locate Survivors,"Find captives, wounded scouts, or trapped civilians while identifying which threats are guarding them.",945,Faction scrip +3; 1x Overdrive Ampoule,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q127,127,First Steps in Low Gravity,6 — The Hollow Moon War,21,Rescue,4,Stabilize & Arm,"Treat injuries, distribute emergency gear, and assign escort roles to the survivors.",1005,8x Moonbone Alloy; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q127,127,First Steps in Low Gravity,6 — The Hollow Moon War,21,Rescue,5,Breakout,Escort the rescued group through a live combat or traversal sequence while The Pale Regent and the Mirrorborn Legions tries to cut them off.,1065,1x Aether Reconstructor; 1x Overdrive Ampoule; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q127,127,First Steps in Low Gravity,6 — The Hollow Moon War,21,Rescue,6,Debrief,"Return the survivors to Mirror-Twin Kael, extract their intelligence, and add their testimony to the main campaign board.",1185,Quest-turn-in cache fragment; 9x Moonbone Alloy,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q128,128,The Mirror-Twin’s Warning,6 — The Hollow Moon War,21,Defense,1,Assess the Line,"Survey Mirror Barrens, identify three weak points, and choose where allied NPC squads should fortify.",845,6x Moonbone Alloy; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q128,128,The Mirror-Twin’s Warning,6 — The Hollow Moon War,21,Defense,2,Build the Hold,"Repair barricades, deploy sensors or wards, and place fallback supplies for Gravity-Knights defenders.",905,7x Moonbone Alloy; 1x Aether Reconstructor,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q128,128,The Mirror-Twin’s Warning,6 — The Hollow Moon War,21,Defense,3,First Wave,"Repel the opening attack from The Pale Regent and the Mirrorborn Legions while preserving civilians, engineers, or critical structures.",965,Faction scrip +3; 1x Overdrive Ampoule,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q128,128,The Mirror-Twin’s Warning,6 — The Hollow Moon War,21,Defense,4,Mid-Battle Crisis,"Respond to a breach, sabotage event, or elite flank at Orbital Anchor Field before morale collapses.",1025,8x Moonbone Alloy; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q128,128,The Mirror-Twin’s Warning,6 — The Hollow Moon War,21,Defense,5,Counterstrike,"Push out from the line, destroy the attackers’ command node, and defeat their field captain.",1085,1x Aether Reconstructor; 1x Overdrive Ampoule; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q128,128,The Mirror-Twin’s Warning,6 — The Hollow Moon War,21,Defense,6,After-Action Lockdown,"Stabilize Pale Court Theater, count losses, recover evidence, and authorize the next campaign movement.",1215,Quest-turn-in cache fragment; 9x Moonbone Alloy,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q129,129,Upside Citadel Breach,6 — The Hollow Moon War,21,Stealth,1,Cover Identity,"Acquire credentials, disguise tokens, or spoofed access from Moon Monk Sovan without alerting The Pale Regent and the Mirrorborn Legions.",815,6x Moonbone Alloy; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q129,129,Upside Citadel Breach,6 — The Hollow Moon War,21,Stealth,2,Patrol Read,"Map guard paths, camera/scrying cones, and alarm relays across Silver Monastery.",875,7x Moonbone Alloy; 1x Aether Reconstructor,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q129,129,Upside Citadel Breach,6 — The Hollow Moon War,21,Stealth,3,Silent Entry,"Enter The Weightless Archive through a maintenance path, forgotten ritual door, or vertical traversal route.",930,Faction scrip +3; 1x Overdrive Ampoule,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q129,129,Upside Citadel Breach,6 — The Hollow Moon War,21,Stealth,4,Plant or Extract,"Install the needed device, steal the objective item, or copy the restricted records before detection rises.",990,8x Moonbone Alloy; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q129,129,Upside Citadel Breach,6 — The Hollow Moon War,21,Stealth,5,Clean Exit,"Escape through Cratergate, erase trace evidence, and protect any undercover allies left inside.",1050,1x Aether Reconstructor; 1x Overdrive Ampoule; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q129,129,Upside Citadel Breach,6 — The Hollow Moon War,21,Stealth,6,Intel Hand-Off,"Report to Gravity-Knight Asha, compare the intel to existing clues, and flag the next vulnerability.",1160,Quest-turn-in cache fragment; 9x Moonbone Alloy,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q130,130,Professor Quen’s Paradox,6 — The Hollow Moon War,21,Crafting,1,Specification,"Receive the schematic from Pilot Rixx and identify the exact component, calibration, or ritual gap blocking progress.",830,6x Moonbone Alloy; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q130,130,Professor Quen’s Paradox,6 — The Hollow Moon War,21,Crafting,2,Rare Components,"Recover parts or reagents from Orbital Anchor Field, Pale Court Theater, and a hostile cache controlled by The Pale Regent and the Mirrorborn Legions.",890,7x Moonbone Alloy; 1x Aether Reconstructor,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q130,130,Professor Quen’s Paradox,6 — The Hollow Moon War,21,Crafting,3,Prototype Build,"Assemble the device, cure, key, or upgrade while keeping failure states visible to the player.",950,Faction scrip +3; 1x Overdrive Ampoule,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q130,130,Professor Quen’s Paradox,6 — The Hollow Moon War,21,Crafting,4,Field Calibration,"Test the prototype in The Upside Citadel, collect telemetry, and correct one unexpected malfunction.",1010,8x Moonbone Alloy; repair parts bundle,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q130,130,Professor Quen’s Paradox,6 — The Hollow Moon War,21,Crafting,5,Workshop Defense,Defend Mirror-Twin Kael and the build site while enemies attempt to interrupt final assembly.,1070,1x Aether Reconstructor; 1x Overdrive Ampoule; encounter cache key fragment,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q130,130,Professor Quen’s Paradox,6 — The Hollow Moon War,21,Crafting,6,Deployment,"Install the completed tool into the campaign objective and document what new traversal, combat, or story route it unlocks.",1190,Quest-turn-in cache fragment; 9x Moonbone Alloy,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
Q131,131,Silver Monastery Vows,6 — The Hollow Moon War,22,Diplomacy,1,Gain Audience,"Earn entry to a council, war table, or faction court at The Weightless Archive by solving their immediate access demand.",920,6x Moonbone Alloy; scouting reputation +1,Mid Game,"The Aegis Carapace, The Iron-Jaw Hound, The Venom-Spitter, The Tremor-Fiend"
