quest_id,quest_number,quest_title,act,recommended_level,quest_type,original_primary_location,required_world_map_location,map_category,location_min_level,difficulty_band,required_primary_sublocation,secondary_sublocations,subquest_area_path,map_coverage_purpose,enemy_gate,gating_status
Q093,93,Descent Beneath the Glass,4 — Glass Desert and the Sunken Star,15,Defense,Vault of Shattered Suns,The Burning Playa,Digital & Evolutionary Plains,13,Mid,Visibility-Zero Storm,Alkaline Camp Ruins | Nightfall Dust Flat | Fire-Breathing Art-Car Route,Visibility-Zero Storm > Alkaline Camp Ruins > Nightfall Dust Flat > Fire-Breathing Art-Car Route > Vault of Shattered Suns > The Burning Playa exit / hub-state update,"Night desert with mobile art cars, dust storms, and audio-cue defense","Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q094,94,The Sunken Star Speaks,4 — Glass Desert and the Sunken Star,15,Stealth,Caravan of Mirrors,The Sonic Badlands,Ethereal & Resonant Zones,14,Mid,Fork-Chime Gate,Ancient Tuning Fork Field | Resonance Crack Basin | Shockwave Relay Stones,Fork-Chime Gate > Ancient Tuning Fork Field > Resonance Crack Basin > Shockwave Relay Stones > Caravan of Mirrors > The Sonic Badlands exit / hub-state update,Tuning-fork wasteland for shockwave timing and rhythm combat,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q095,95,Iren’s False Halo,4 — Glass Desert and the Sunken Star,16,Crafting,Black Comet Crater,The Phonetic Wastes,Ethereal & Abstract Zones,14,Mid,Crystalline Word Shards,Glass-Sound Ripple Path | Mute Horizon Gate | Shattered Syllable Basin,Crystalline Word Shards > Glass-Sound Ripple Path > Mute Horizon Gate > Shattered Syllable Basin > Black Comet Crater > The Phonetic Wastes exit / hub-state update,Monochrome sound-crystal desert where sound becomes lethal geometry,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q096,96,The Prophet of Dust Revealed,4 — Glass Desert and the Sunken Star,16,Diplomacy,The Sunken Star Chamber,The Reggae-Dub Oasis,Entertainment & Festival Hubs,15,Mid,Hillside Speaker Towers,Point-of-Sale Barricades | Dub-Bass Courtyard | Vendor Backline Camp | Slow-Tempo Stage,Hillside Speaker Towers > Point-of-Sale Barricades > Dub-Bass Courtyard > Vendor Backline Camp > Slow-Tempo Stage > The Sunken Star Chamber > The Reggae-Dub Oasis exit / hub-state update,Slow-tempo outdoor combat venue that trains deliberate rhythm changes,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q097,97,Turn the Desert Lens,4 — Glass Desert and the Sunken Star,16,Dungeon,Mirage Gate,The Wayfora Archipelago,Terrestrial Sanctuaries,16,Mid,Luxury Pier Ruins,Tidal Wash Arena | Resort Reef Paths | Island-Hop Rope Route,Luxury Pier Ruins > Tidal Wash Arena > Resort Reef Paths > Island-Hop Rope Route > Mirage Gate > The Wayfora Archipelago exit / hub-state update,Tropical island chain with sudden tidal anomalies and elemental surges,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q098,98,Break the Comet Seal,4 — Glass Desert and the Sunken Star,16,Assault,Glassdune Sea,The Playa of Ash,Terrestrial Sanctuaries,13,Mid,Fire-Spout Causeway,Ash Flat Expanse | Pyro Stage Ring | Rusted Art-Car Grave,Fire-Spout Causeway > Ash Flat Expanse > Pyro Stage Ring > Rusted Art-Car Grave > Glassdune Sea > The Playa of Ash exit / hub-state update,Bass-thrum desert basin with pyrotechnic environmental hazards,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q099,99,Awaken the Sunken Star Chamber,4 — Glass Desert and the Sunken Star,16,Boss,The Oasis That Remembers,The Sonic Badlands,Ethereal & Resonant Zones,14,Mid,Ancient Tuning Fork Field,Resonance Crack Basin | Shockwave Relay Stones | Badlands Drum Line,Ancient Tuning Fork Field > Resonance Crack Basin > Shockwave Relay Stones > Badlands Drum Line > The Oasis That Remembers > The Sonic Badlands exit / hub-state update,Tuning-fork wasteland for shockwave timing and rhythm combat,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q100,100,Coordinates of the Eclipse Engine,4 — Glass Desert and the Sunken Star,16,Resolution,Vault of Shattered Suns,The Playa of Ash,Terrestrial Sanctuaries,13,Mid,Ash Flat Expanse,Pyro Stage Ring | Rusted Art-Car Grave | Bass-Thrum Sandfield,Ash Flat Expanse > Pyro Stage Ring > Rusted Art-Car Grave > Bass-Thrum Sandfield > Vault of Shattered Suns > The Playa of Ash exit / hub-state update,Bass-thrum desert basin with pyrotechnic environmental hazards,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q101,101,Reefspire Harbor in Lockdown,5 — Tides of the Leviathan Code,17,Investigation,Reefspire Harbor,The Wayfora Archipelago,Terrestrial Sanctuaries,16,Mid,Tidal Wash Arena,Resort Reef Paths | Island-Hop Rope Route | Elemental Cove,Tidal Wash Arena > Resort Reef Paths > Island-Hop Rope Route > Elemental Cove > Reefspire Harbor > The Wayfora Archipelago exit / hub-state update,Tropical island chain with sudden tidal anomalies and elemental surges,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q102,102,The Buoy That Prayed,5 — Tides of the Leviathan Code,17,Rescue,Pearl Court Dome,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Cracked Glass Dome,Pressure-Slow Arena | Leaking Airlock Run | Deep Signal Relay,Cracked Glass Dome > Pressure-Slow Arena > Leaking Airlock Run > Deep Signal Relay > Pearl Court Dome > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q103,103,Pearl Court Audience,5 — Tides of the Leviathan Code,17,Defense,The Pressure Road,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Pressure-Slow Arena,Leaking Airlock Run | Deep Signal Relay | Trench Observation Ring,Pressure-Slow Arena > Leaking Airlock Run > Deep Signal Relay > Trench Observation Ring > The Pressure Road > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q104,104,Pressure Road Certification,5 — Tides of the Leviathan Code,17,Stealth,Abyssal Relay Nine,The Wayfora Archipelago,Terrestrial Sanctuaries,16,Mid,Resort Reef Paths,Island-Hop Rope Route | Elemental Cove | Luxury Pier Ruins,Resort Reef Paths > Island-Hop Rope Route > Elemental Cove > Luxury Pier Ruins > Abyssal Relay Nine > The Wayfora Archipelago exit / hub-state update,Tropical island chain with sudden tidal anomalies and elemental surges,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q105,105,Diver Kesh’s Last Ping,5 — Tides of the Leviathan Code,17,Crafting,Caldera’s Wake,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Leaking Airlock Run,Deep Signal Relay | Trench Observation Ring | Cracked Glass Dome,Leaking Airlock Run > Deep Signal Relay > Trench Observation Ring > Cracked Glass Dome > Caldera’s Wake > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q106,106,The Drowned Armada’s Wake,5 — Tides of the Leviathan Code,17,Diplomacy,Stormbreak Shoals,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Deep Signal Relay,Trench Observation Ring | Cracked Glass Dome | Pressure-Slow Arena,Deep Signal Relay > Trench Observation Ring > Cracked Glass Dome > Pressure-Slow Arena > Stormbreak Shoals > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q107,107,A Language Made of Whalesong,5 — Tides of the Leviathan Code,17,Exploration,The Sunless Trench,The Wayfora Archipelago,Terrestrial Sanctuaries,16,Mid,Island-Hop Rope Route,Elemental Cove | Luxury Pier Ruins | Tidal Wash Arena,Island-Hop Rope Route > Elemental Cove > Luxury Pier Ruins > Tidal Wash Arena > The Sunless Trench > The Wayfora Archipelago exit / hub-state update,Tropical island chain with sudden tidal anomalies and elemental surges,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q108,108,Stormbreak Shoals,5 — Tides of the Leviathan Code,18,Dungeon,Reefspire Harbor,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Trench Observation Ring,Cracked Glass Dome | Pressure-Slow Arena | Leaking Airlock Run,Trench Observation Ring > Cracked Glass Dome > Pressure-Slow Arena > Leaking Airlock Run > Reefspire Harbor > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q109,109,Cargo of Impossible Pearls,5 — Tides of the Leviathan Code,18,Boss,Pearl Court Dome,The Wayfora Archipelago,Terrestrial Sanctuaries,16,Mid,Elemental Cove,Luxury Pier Ruins | Tidal Wash Arena | Resort Reef Paths,Elemental Cove > Luxury Pier Ruins > Tidal Wash Arena > Resort Reef Paths > Pearl Court Dome > The Wayfora Archipelago exit / hub-state update,Tropical island chain with sudden tidal anomalies and elemental surges,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q110,110,The Captain’s Mutiny,5 — Tides of the Leviathan Code,18,Moral,The Pressure Road,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Cracked Glass Dome,Pressure-Slow Arena | Leaking Airlock Run | Deep Signal Relay,Cracked Glass Dome > Pressure-Slow Arena > Leaking Airlock Run > Deep Signal Relay > The Pressure Road > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q111,111,Abyssal Relay Nine,5 — Tides of the Leviathan Code,18,Assault,Abyssal Relay Nine,The Resonant Peaks,Ethereal & Resonant Zones,18,Mid,Psychoacoustic Summit Path,Floating Stone Steps | Updraft Chimney | Chord Weaver’s Trial Shelf,Psychoacoustic Summit Path > Floating Stone Steps > Updraft Chimney > Chord Weaver’s Trial Shelf > Abyssal Relay Nine > The Resonant Peaks exit / hub-state update,Vertical mountain climb with psychoacoustic winds and floating stone fields,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q112,112,Nyx Solaro’s Ultimatum,5 — Tides of the Leviathan Code,18,Escort,Caldera’s Wake,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Pressure-Slow Arena,Leaking Airlock Run | Deep Signal Relay | Trench Observation Ring,Pressure-Slow Arena > Leaking Airlock Run > Deep Signal Relay > Trench Observation Ring > Caldera’s Wake > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q113,113,Caldera Surfaces,5 — Tides of the Leviathan Code,18,Puzzle,Stormbreak Shoals,Sector 6 Quarantine,Corporate & Quarantine Sectors,18,Mid,Sterile Corridor Block,Shattered Operating Theater | Dr. Blake Monitor Bay | Central Trauma Ward,Sterile Corridor Block > Shattered Operating Theater > Dr. Blake Monitor Bay > Central Trauma Ward > Stormbreak Shoals > Sector 6 Quarantine exit / hub-state update,Clinical anomaly research wing and uninterrupted combo lab-mutation arena,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q114,114,The Choir Beneath the Hull,5 — Tides of the Leviathan Code,19,Heist,The Sunless Trench,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Leaking Airlock Run,Deep Signal Relay | Trench Observation Ring | Cracked Glass Dome,Leaking Airlock Run > Deep Signal Relay > Trench Observation Ring > Cracked Glass Dome > The Sunless Trench > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q115,115,Keys to the Sunless Trench,5 — Tides of the Leviathan Code,19,Network,Reefspire Harbor,The Resonant Peaks,Ethereal & Resonant Zones,18,Mid,Floating Stone Steps,Updraft Chimney | Chord Weaver’s Trial Shelf | Magnetic Wind Bridge,Floating Stone Steps > Updraft Chimney > Chord Weaver’s Trial Shelf > Magnetic Wind Bridge > Reefspire Harbor > The Resonant Peaks exit / hub-state update,Vertical mountain climb with psychoacoustic winds and floating stone fields,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q116,116,Saboteurs in the Airlocks,5 — Tides of the Leviathan Code,19,Investigation,Pearl Court Dome,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Deep Signal Relay,Trench Observation Ring | Cracked Glass Dome | Pressure-Slow Arena,Deep Signal Relay > Trench Observation Ring > Cracked Glass Dome > Pressure-Slow Arena > Pearl Court Dome > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q117,117,The Pearl Court Betrayal,5 — Tides of the Leviathan Code,19,Rescue,The Pressure Road,The Wayfora Archipelago,Terrestrial Sanctuaries,16,Mid,Luxury Pier Ruins,Tidal Wash Arena | Resort Reef Paths | Island-Hop Rope Route,Luxury Pier Ruins > Tidal Wash Arena > Resort Reef Paths > Island-Hop Rope Route > The Pressure Road > The Wayfora Archipelago exit / hub-state update,Tropical island chain with sudden tidal anomalies and elemental surges,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q118,118,Leviathan Code Fragment,5 — Tides of the Leviathan Code,19,Defense,Abyssal Relay Nine,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Trench Observation Ring,Cracked Glass Dome | Pressure-Slow Arena | Leaking Airlock Run,Trench Observation Ring > Cracked Glass Dome > Pressure-Slow Arena > Leaking Airlock Run > Abyssal Relay Nine > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q119,119,Battle of Stormbreak Shoals,5 — Tides of the Leviathan Code,19,Stealth,Caldera’s Wake,The Resonant Peaks,Ethereal & Resonant Zones,18,Mid,Updraft Chimney,Chord Weaver’s Trial Shelf | Magnetic Wind Bridge | Psychoacoustic Summit Path,Updraft Chimney > Chord Weaver’s Trial Shelf > Magnetic Wind Bridge > Psychoacoustic Summit Path > Caldera’s Wake > The Resonant Peaks exit / hub-state update,Vertical mountain climb with psychoacoustic winds and floating stone fields,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q120,120,Mora Quill’s Reckoning,5 — Tides of the Leviathan Code,20,Crafting,Stormbreak Shoals,The Rhyming Labyrinths,Ethereal & Abstract Zones,19,Mid,Cadence Door Hall,Spoken-Word Switch Maze | Rhyme-Locked Blast Doors | Metered Combat Room,Cadence Door Hall > Spoken-Word Switch Maze > Rhyme-Locked Blast Doors > Metered Combat Room > Stormbreak Shoals > The Rhyming Labyrinths exit / hub-state update,Surreal rhyme-logic dimension where cadence opens routes,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q121,121,The Armada Below,5 — Tides of the Leviathan Code,20,Diplomacy,The Sunless Trench,Sector 6 Quarantine,Corporate & Quarantine Sectors,18,Mid,Shattered Operating Theater,Dr. Blake Monitor Bay | Central Trauma Ward | Containment Airlock Six,Shattered Operating Theater > Dr. Blake Monitor Bay > Central Trauma Ward > Containment Airlock Six > The Sunless Trench > Sector 6 Quarantine exit / hub-state update,Clinical anomaly research wing and uninterrupted combo lab-mutation arena,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q122,122,Decode the Whale-Signal,5 — Tides of the Leviathan Code,20,Dungeon,Reefspire Harbor,The Syndicate Spire,Syndicate Dominions,20,Mid-to-Late,Pristine Glass Lobby,Fortified Elevator Shaft | Shareholder Observation Suite | Executive Combat Floor,Pristine Glass Lobby > Fortified Elevator Shaft > Shareholder Observation Suite > Executive Combat Floor > Reefspire Harbor > The Syndicate Spire exit / hub-state update,"Corporate monolith with glass lobbies, executive suites, and fortified elevators","Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q123,123,The Sunless Trench Descent,5 — Tides of the Leviathan Code,20,Assault,Pearl Court Dome,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Cracked Glass Dome,Pressure-Slow Arena | Leaking Airlock Run | Deep Signal Relay,Cracked Glass Dome > Pressure-Slow Arena > Leaking Airlock Run > Deep Signal Relay > Pearl Court Dome > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q124,124,Duel with Admiral Solaro,5 — Tides of the Leviathan Code,20,Boss,The Pressure Road,The Abyssal Trench,Forgotten Depths & Industrial Grids,17,Mid,Pressure-Slow Arena,Leaking Airlock Run | Deep Signal Relay | Trench Observation Ring,Pressure-Slow Arena > Leaking Airlock Run > Deep Signal Relay > Trench Observation Ring > The Pressure Road > The Abyssal Trench exit / hub-state update,Deep-water dome that alters parry timing and movement physics,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q125,125,The Leviathan Code Sings,5 — Tides of the Leviathan Code,20,Resolution,Abyssal Relay Nine,The Wayfora Archipelago,Terrestrial Sanctuaries,16,Mid,Tidal Wash Arena,Resort Reef Paths | Island-Hop Rope Route | Elemental Cove,Tidal Wash Arena > Resort Reef Paths > Island-Hop Rope Route > Elemental Cove > Abyssal Relay Nine > The Wayfora Archipelago exit / hub-state update,Tropical island chain with sudden tidal anomalies and elemental surges,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q126,126,Cratergate Opens Above,6 — The Hollow Moon War,21,Investigation,Cratergate,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Looping Clinical Hall,Stretched Operating Corridor | Anti-Gravity Trauma Bay | Floating Equipment Ward,Looping Clinical Hall > Stretched Operating Corridor > Anti-Gravity Trauma Bay > Floating Equipment Ward > Cratergate > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q127,127,First Steps in Low Gravity,6 — The Hollow Moon War,21,Rescue,The Upside Citadel,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Stretched Operating Corridor,Anti-Gravity Trauma Bay | Floating Equipment Ward | Reality-Tear Recovery Room,Stretched Operating Corridor > Anti-Gravity Trauma Bay > Floating Equipment Ward > Reality-Tear Recovery Room > The Upside Citadel > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q128,128,The Mirror-Twin’s Warning,6 — The Hollow Moon War,21,Defense,Mirror Barrens,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Anti-Gravity Trauma Bay,Floating Equipment Ward | Reality-Tear Recovery Room | Looping Clinical Hall,Anti-Gravity Trauma Bay > Floating Equipment Ward > Reality-Tear Recovery Room > Looping Clinical Hall > Mirror Barrens > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q129,129,Upside Citadel Breach,6 — The Hollow Moon War,21,Stealth,Silver Monastery,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Floating Equipment Ward,Reality-Tear Recovery Room | Looping Clinical Hall | Stretched Operating Corridor,Floating Equipment Ward > Reality-Tear Recovery Room > Looping Clinical Hall > Stretched Operating Corridor > Silver Monastery > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q130,130,Professor Quen’s Paradox,6 — The Hollow Moon War,21,Crafting,Orbital Anchor Field,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Reality-Tear Recovery Room,Looping Clinical Hall | Stretched Operating Corridor | Anti-Gravity Trauma Bay,Reality-Tear Recovery Room > Looping Clinical Hall > Stretched Operating Corridor > Anti-Gravity Trauma Bay > Orbital Anchor Field > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q131,131,Silver Monastery Vows,6 — The Hollow Moon War,22,Diplomacy,The Weightless Archive,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Looping Clinical Hall,Stretched Operating Corridor | Anti-Gravity Trauma Bay | Floating Equipment Ward,Looping Clinical Hall > Stretched Operating Corridor > Anti-Gravity Trauma Bay > Floating Equipment Ward > The Weightless Archive > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q132,132,The Pale Court’s Invitation,6 — The Hollow Moon War,22,Exploration,Pale Court Theater,The EPI-Center,Syndicate Dominions,22,Mid-to-Late,Hard-Light Data Bridge,Central Processing Chasm | Drafting Server Wall | Code-Revision Arena,Hard-Light Data Bridge > Central Processing Chasm > Drafting Server Wall > Code-Revision Arena > Pale Court Theater > The EPI-Center exit / hub-state update,Underground data vault where the physical code of the world is edited,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q133,133,Orbital Anchor Survey,6 — The Hollow Moon War,22,Dungeon,Cratergate,The Anomaly Ward,Syndicate Dominions,21,Mid-to-Late,Stretched Operating Corridor,Anti-Gravity Trauma Bay | Floating Equipment Ward | Reality-Tear Recovery Room,Stretched Operating Corridor > Anti-Gravity Trauma Bay > Floating Equipment Ward > Reality-Tear Recovery Room > Cratergate > The Anomaly Ward exit / hub-state update,Reality-bending hospital wing with looping corridors and anti-gravity equipment,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q134,134,Pilot Rixx’s Crash Site,6 — The Hollow Moon War,22,Boss,The Upside Citadel,The EPI-Center,Syndicate Dominions,22,Mid-to-Late,Central Processing Chasm,Drafting Server Wall | Code-Revision Arena | World-State Compiler Core,Central Processing Chasm > Drafting Server Wall > Code-Revision Arena > World-State Compiler Core > The Upside Citadel > The EPI-Center exit / hub-state update,Underground data vault where the physical code of the world is edited,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q135,135,The Barrens Reflect Back,6 — The Hollow Moon War,22,Moral,Mirror Barrens,The Deprecated Repositories,Abandoned Architectures,22,Mid-to-Late,Exposed Code Frameworks,Refunding Bridge Span | Fragmented Core Node | Half-Built Vault Floor,Exposed Code Frameworks > Refunding Bridge Span > Fragmented Core Node > Half-Built Vault Floor > Mirror Barrens > The Deprecated Repositories exit / hub-state update,Unstable canceled vault with refunding platforms and exposed digital code,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q136,136,Moon Monk Sovan’s Trial,6 — The Hollow Moon War,23,Assault,Silver Monastery,The Shut-Down Academies,Abandoned Architectures,23,Mid-to-Late,Empty Lecture Hall,Overdrive Simulator Wing | Overgrown Courtyard | Locked Drill Yard,Empty Lecture Hall > Overdrive Simulator Wing > Overgrown Courtyard > Locked Drill Yard > Silver Monastery > The Shut-Down Academies exit / hub-state update,Abandoned tactical campus with lethal training simulations,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q137,137,Asha’s Gravity Lance,6 — The Hollow Moon War,23,Escort,Orbital Anchor Field,The Voyage Incubator,Abandoned Architectures,23,Mid-to-Late,Cultivation Tube Hall,Biome Projector Chamber | Prototype Acceleration Pit | Tundra-to-Desert Test Room,Cultivation Tube Hall > Biome Projector Chamber > Prototype Acceleration Pit > Tundra-to-Desert Test Room > Orbital Anchor Field > The Voyage Incubator exit / hub-state update,Research facility where prototypes and arena biomes rapidly mutate,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q138,138,The Weightless Archive,6 — The Hollow Moon War,23,Puzzle,The Weightless Archive,The Shut-Down Academies,Abandoned Architectures,23,Mid-to-Late,Overdrive Simulator Wing,Overgrown Courtyard | Locked Drill Yard | Abandoned Strategy Theater,Overdrive Simulator Wing > Overgrown Courtyard > Locked Drill Yard > Abandoned Strategy Theater > The Weightless Archive > The Shut-Down Academies exit / hub-state update,Abandoned tactical campus with lethal training simulations,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
Q139,139,Legion of Borrowed Faces,6 — The Hollow Moon War,23,Heist,Pale Court Theater,The Voyage Incubator,Abandoned Architectures,23,Mid-to-Late,Biome Projector Chamber,Prototype Acceleration Pit | Tundra-to-Desert Test Room | Incubator Control Theatre,Biome Projector Chamber > Prototype Acceleration Pit > Tundra-to-Desert Test Room > Incubator Control Theatre > Pale Court Theater > The Voyage Incubator exit / hub-state update,Research facility where prototypes and arena biomes rapidly mutate,"Mid-game gate: may use Aegis Carapace, Iron-Jaw Hound, Venom-Spitter, Tremor-Fiend; late monsters remain locked.",PASS
