event_id,event_title,world_map_location,sublocation,required_player_level,monster,variant_name,role_in_event,standard_level,effective_event_level,standard_hp,event_hp,standard_damage,event_damage,standard_armor,event_armor,standard_shield,event_shield,standard_stagger_resistance,event_stagger_resistance,standard_speed_scalar,event_speed_scalar,standard_base_xp,event_xp_reward,mechanic_basis,raised_from_standard_summary
SEV-001,Overcharged Incident: Spire-Foot Transit Plaza,The Urban Sprawl,Spire-Foot Transit Plaza,20,Null Anomaly,Overcharged Null Anomaly,Primary Variant / Event Anchor,20,22,18000,25752,560,736,35,43,90,107,105,129,1.1,1.15,12000,0,Echo Splintering; Gravity Reversal,HP x1.43; DMG x1.31; ARM x1.23
SEV-111,Overcharged Incident: Luxury Pier Ruins,The Wayfora Archipelago,Luxury Pier Ruins,30,Iron-Jaw Hound,Overcharged Iron-Jaw Hound,Support Variant 2,13,32,950,10168,75,479,30,80,0,0,35,94,1.25,1.4,55,0,Latch; teammate vault-kick assist,HP x10.70; DMG x6.39; ARM x2.65
SEV-112,Bark-Crowned Incident: Tidal Wash Arena,The Wayfora Archipelago,Tidal Wash Arena,30,Aegis Carapace,Bark-Crowned Aegis Carapace,Primary Variant / Event Anchor,12,32,1100,12950,60,414,55,151,50,134,45,125,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x11.77; DMG x6.90; ARM x2.75
SEV-112,Bark-Crowned Incident: Tidal Wash Arena,The Wayfora Archipelago,Tidal Wash Arena,30,Tremor-Fiend,Bark-Crowned Tremor-Fiend,Support Variant 1,18,32,1800,11962,120,522,40,89,0,0,65,147,0.75,0.84,125,0,Metronome Strike; Sonic Bellow,HP x6.65; DMG x4.35; ARM x2.23
SEV-112,Bark-Crowned Incident: Tidal Wash Arena,The Wayfora Archipelago,Tidal Wash Arena,30,Sylvan Juggernaut,Bark-Crowned Sylvan Juggernaut,Support Variant 2,30,32,5000,10588,240,414,80,118,0,0,95,142,0.65,0.73,300,0,Ablative Armor; Rooting Strike; Regrowth,HP x2.12; DMG x1.73; ARM x1.48
SEV-113,Echo-Split Incident: Resort Reef Paths,The Wayfora Archipelago,Resort Reef Paths,30,Ivory Behemoth,Echo-Split Ivory Behemoth,Primary Variant / Event Anchor,4,32,3500,40039,150,1017,60,202,0,0,90,307,0.85,0.91,1200,0,Stampede; Parasitic Swarm,HP x11.44; DMG x6.78; ARM x3.37
SEV-113,Echo-Split Incident: Resort Reef Paths,The Wayfora Archipelago,Resort Reef Paths,30,Sylvan Juggernaut,Echo-Split Sylvan Juggernaut,Support Variant 1,30,32,5000,10588,240,414,80,118,0,0,95,142,0.65,0.73,300,0,Ablative Armor; Rooting Strike; Regrowth,HP x2.12; DMG x1.73; ARM x1.48
SEV-113,Echo-Split Incident: Resort Reef Paths,The Wayfora Archipelago,Resort Reef Paths,30,Siphon-Ticks,Echo-Split Siphon-Ticks,Support Variant 2,8,32,160,2758,12,113,5,16,0,0,12,38,1.35,1.51,25,0,Opportunist meter-drain; chase reclaim,HP x17.24; DMG x9.38; ARM x3.15
SEV-114,Rhythm-Warped Incident: Island-Hop Rope Route,The Wayfora Archipelago,Island-Hop Rope Route,31,Sylvan Juggernaut,Rhythm-Warped Sylvan Juggernaut,Primary Variant / Event Anchor,30,33,5000,11646,240,447,80,122,0,0,95,147,0.65,0.73,300,0,Ablative Armor; Rooting Strike; Regrowth,HP x2.33; DMG x1.86; ARM x1.53
SEV-114,Rhythm-Warped Incident: Island-Hop Rope Route,The Wayfora Archipelago,Island-Hop Rope Route,31,Iron-Jaw Hound,Rhythm-Warped Iron-Jaw Hound,Support Variant 1,13,33,950,11184,75,517,30,82,0,0,35,97,1.25,1.4,55,0,Latch; teammate vault-kick assist,HP x11.77; DMG x6.90; ARM x2.75
SEV-114,Rhythm-Warped Incident: Island-Hop Rope Route,The Wayfora Archipelago,Island-Hop Rope Route,31,Siphon-Ticks,Rhythm-Warped Siphon-Ticks,Support Variant 2,8,33,160,3034,12,122,5,16,0,0,12,40,1.35,1.51,25,0,Opportunist meter-drain; chase reclaim,HP x18.96; DMG x10.14; ARM x3.26
SEV-115,Grav-Torn Incident: Elemental Cove,The Wayfora Archipelago,Elemental Cove,31,Gnarl-Maws,Grav-Torn Gnarl-Maws,Primary Variant / Event Anchor,4,33,420,11659,22,303,10,37,0,0,18,68,0.85,0.95,10,0,Latch & Drag; Shake-Off check,HP x27.76; DMG x13.79; ARM x3.74
SEV-115,Grav-Torn Incident: Elemental Cove,The Wayfora Archipelago,Elemental Cove,31,Siphon-Ticks,Grav-Torn Siphon-Ticks,Support Variant 1,8,33,160,3034,12,122,5,16,0,0,12,40,1.35,1.51,25,0,Opportunist meter-drain; chase reclaim,HP x18.96; DMG x10.14; ARM x3.26
SEV-115,Grav-Torn Incident: Elemental Cove,The Wayfora Archipelago,Elemental Cove,31,Aegis Carapace,Grav-Torn Aegis Carapace,Support Variant 2,12,33,1100,14245,60,447,55,156,50,139,45,130,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x12.95; DMG x7.45; ARM x2.84
SEV-116,Ablative Incident: Cracked Glass Dome,The Abyssal Trench,Cracked Glass Dome,31,Tremor-Fiend,Ablative Tremor-Fiend,Primary Variant / Event Anchor,18,33,1800,13158,120,563,40,92,0,0,65,152,0.75,0.84,125,0,Metronome Strike; Sonic Bellow,HP x7.31; DMG x4.69; ARM x2.31
SEV-116,Ablative Incident: Cracked Glass Dome,The Abyssal Trench,Cracked Glass Dome,31,Iron-Jaw Hound,Ablative Iron-Jaw Hound,Support Variant 1,13,33,950,11184,75,517,30,82,0,0,35,97,1.25,1.4,55,0,Latch; teammate vault-kick assist,HP x11.77; DMG x6.90; ARM x2.75
SEV-116,Ablative Incident: Cracked Glass Dome,The Abyssal Trench,Cracked Glass Dome,31,Nexus Swarmers,Ablative Nexus Swarmers,Support Variant 2,26,33,500,1705,40,101,10,18,15,26,20,36,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x3.41; DMG x2.54; ARM x1.76
SEV-117,Phase-Bound Incident: Pressure-Slow Arena,The Abyssal Trench,Pressure-Slow Arena,31,Scrap-Stalker,Phase-Bound Scrap-Stalker,Primary Variant / Event Anchor,28,33,2600,7328,190,413,35,57,20,32,55,91,1.35,1.51,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x2.82; DMG x2.17; ARM x1.64
SEV-117,Phase-Bound Incident: Pressure-Slow Arena,The Abyssal Trench,Pressure-Slow Arena,31,Tremor-Fiend,Phase-Bound Tremor-Fiend,Support Variant 1,18,33,1800,13158,120,563,40,92,0,0,65,152,0.75,0.84,125,0,Metronome Strike; Sonic Bellow,HP x7.31; DMG x4.69; ARM x2.31
SEV-117,Phase-Bound Incident: Pressure-Slow Arena,The Abyssal Trench,Pressure-Slow Arena,31,Nexus Warden,Phase-Bound Nexus Warden,Support Variant 2,27,33,3500,10851,180,423,50,85,75,124,75,129,0.9,1.01,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x3.10; DMG x2.35; ARM x1.70
SEV-118,Venom-Laced Incident: Leaking Airlock Run,The Abyssal Trench,Leaking Airlock Run,31,Nexus Swarmers,Venom-Laced Nexus Swarmers,Primary Variant / Event Anchor,26,33,500,1705,40,101,10,18,15,26,20,36,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x3.41; DMG x2.54; ARM x1.76
SEV-118,Venom-Laced Incident: Leaking Airlock Run,The Abyssal Trench,Leaking Airlock Run,31,Scrap-Stalker,Venom-Laced Scrap-Stalker,Support Variant 1,28,33,2600,7328,190,413,35,57,20,32,55,91,1.35,1.51,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x2.82; DMG x2.17; ARM x1.64
SEV-118,Venom-Laced Incident: Leaking Airlock Run,The Abyssal Trench,Leaking Airlock Run,31,Scrap-Phalanx,Venom-Laced Scrap-Phalanx,Support Variant 2,6,33,280,6424,18,213,35,122,25,85,25,89,0.7,0.78,15,0,Turtle Shell; Scatter Strike requirement,HP x22.94; DMG x11.82; ARM x3.49
SEV-119,Warden-Fused Incident: Deep Signal Relay,The Abyssal Trench,Deep Signal Relay,31,Nexus Warden,Warden-Fused Nexus Warden,Primary Variant / Event Anchor,27,33,3500,10851,180,423,50,85,75,124,75,129,0.9,1.01,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x3.10; DMG x2.35; ARM x1.70
SEV-119,Warden-Fused Incident: Deep Signal Relay,The Abyssal Trench,Deep Signal Relay,31,Nexus Swarmers,Warden-Fused Nexus Swarmers,Support Variant 1,26,33,500,1705,40,101,10,18,15,26,20,36,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x3.41; DMG x2.54; ARM x1.76
SEV-119,Warden-Fused Incident: Deep Signal Relay,The Abyssal Trench,Deep Signal Relay,31,Aegis Carapace,Warden-Fused Aegis Carapace,Support Variant 2,12,33,1100,14245,60,447,55,156,50,139,45,130,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x12.95; DMG x7.45; ARM x2.84
SEV-120,Sovereign-Touched Incident: Trench Observation Ring,The Abyssal Trench,Trench Observation Ring,31,Null Anomaly,Sovereign-Touched Null Anomaly,Primary Variant / Event Anchor,20,33,18000,69592,560,1584,35,70,90,178,105,213,1.1,1.18,12000,0,Echo Splintering; Gravity Reversal,HP x3.87; DMG x2.83; ARM x2.01
SEV-120,Sovereign-Touched Incident: Trench Observation Ring,The Abyssal Trench,Trench Observation Ring,31,Aegis Carapace,Sovereign-Touched Aegis Carapace,Support Variant 1,12,33,1100,14245,60,447,55,156,50,139,45,130,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x12.95; DMG x7.45; ARM x2.84
SEV-120,Sovereign-Touched Incident: Trench Observation Ring,The Abyssal Trench,Trench Observation Ring,31,Tremor-Fiend,Sovereign-Touched Tremor-Fiend,Support Variant 2,18,33,1800,13158,120,563,40,92,0,0,65,152,0.75,0.84,125,0,Metronome Strike; Sonic Bellow,HP x7.31; DMG x4.69; ARM x2.31
SEV-121,Data-Forged Incident: Psychoacoustic Summit Path,The Resonant Peaks,Psychoacoustic Summit Path,31,Venom-Spitter,Data-Forged Venom-Spitter,Primary Variant / Event Anchor,15,33,700,6811,65,384,15,38,0,0,20,52,1.05,1.18,75,0,Telegraphed Projectiles; Projectile Reversal,HP x9.73; DMG x5.91; ARM x2.56
SEV-121,Data-Forged Incident: Psychoacoustic Summit Path,The Resonant Peaks,Psychoacoustic Summit Path,31,Aegis Carapace,Data-Forged Aegis Carapace,Support Variant 1,12,33,1100,14245,60,447,55,156,50,139,45,130,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x12.95; DMG x7.45; ARM x2.84
SEV-121,Data-Forged Incident: Psychoacoustic Summit Path,The Resonant Peaks,Psychoacoustic Summit Path,31,Nexus Swarmers,Data-Forged Nexus Swarmers,Support Variant 2,26,33,500,1705,40,101,10,18,15,26,20,36,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x3.41; DMG x2.54; ARM x1.76
SEV-122,Ash-Baptized Incident: Floating Stone Steps,The Resonant Peaks,Floating Stone Steps,31,Tremor-Fiend,Ash-Baptized Tremor-Fiend,Primary Variant / Event Anchor,18,33,1800,13158,120,563,40,92,0,0,65,152,0.75,0.84,125,0,Metronome Strike; Sonic Bellow,HP x7.31; DMG x4.69; ARM x2.31
SEV-122,Ash-Baptized Incident: Floating Stone Steps,The Resonant Peaks,Floating Stone Steps,31,Void Anomaly,Ash-Baptized Void Anomaly,Support Variant 1,32,33,4200,8085,300,480,20,29,60,84,90,130,1.1,1.23,500,0,Phase Shift; Reality Tear,HP x1.93; DMG x1.60; ARM x1.43
SEV-122,Ash-Baptized Incident: Floating Stone Steps,The Resonant Peaks,Floating Stone Steps,31,Venom-Spitter,Ash-Baptized Venom-Spitter,Support Variant 2,15,33,700,6811,65,384,15,38,0,0,20,52,1.05,1.18,75,0,Telegraphed Projectiles; Projectile Reversal,HP x9.73; DMG x5.91; ARM x2.56
SEV-123,Tide-Broken Incident: Updraft Chimney,The Resonant Peaks,Updraft Chimney,31,Aegis Carapace,Tide-Broken Aegis Carapace,Primary Variant / Event Anchor,12,33,1100,14245,60,447,55,156,50,139,45,130,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x12.95; DMG x7.45; ARM x2.84
SEV-123,Tide-Broken Incident: Updraft Chimney,The Resonant Peaks,Updraft Chimney,31,Nexus Swarmers,Tide-Broken Nexus Swarmers,Support Variant 1,26,33,500,1705,40,101,10,18,15,26,20,36,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x3.41; DMG x2.54; ARM x1.76
SEV-123,Tide-Broken Incident: Updraft Chimney,The Resonant Peaks,Updraft Chimney,31,Tremor-Fiend,Tide-Broken Tremor-Fiend,Support Variant 2,18,33,1800,13158,120,563,40,92,0,0,65,152,0.75,0.84,125,0,Metronome Strike; Sonic Bellow,HP x7.31; DMG x4.69; ARM x2.31
SEV-124,Magnetized Incident: Chord Weaver’s Trial Shelf,The Resonant Peaks,Chord Weaver’s Trial Shelf,31,Void Anomaly,Magnetized Void Anomaly,Primary Variant / Event Anchor,32,33,4200,8085,300,480,20,29,60,84,90,130,1.1,1.23,500,0,Phase Shift; Reality Tear,HP x1.93; DMG x1.60; ARM x1.43
SEV-124,Magnetized Incident: Chord Weaver’s Trial Shelf,The Resonant Peaks,Chord Weaver’s Trial Shelf,31,Venom-Spitter,Magnetized Venom-Spitter,Support Variant 1,15,33,700,6811,65,384,15,38,0,0,20,52,1.05,1.18,75,0,Telegraphed Projectiles; Projectile Reversal,HP x9.73; DMG x5.91; ARM x2.56
SEV-124,Magnetized Incident: Chord Weaver’s Trial Shelf,The Resonant Peaks,Chord Weaver’s Trial Shelf,31,Aegis Carapace,Magnetized Aegis Carapace,Support Variant 2,12,33,1100,14245,60,447,55,156,50,139,45,130,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x12.95; DMG x7.45; ARM x2.84
SEV-125,Glass-Hardened Incident: Magnetic Wind Bridge,The Resonant Peaks,Magnetic Wind Bridge,32,Nexus Swarmers,Glass-Hardened Nexus Swarmers,Primary Variant / Event Anchor,26,34,500,1876,40,110,10,18,15,27,20,37,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x3.75; DMG x2.74; ARM x1.82
SEV-125,Glass-Hardened Incident: Magnetic Wind Bridge,The Resonant Peaks,Magnetic Wind Bridge,32,Tremor-Fiend,Glass-Hardened Tremor-Fiend,Support Variant 1,18,34,1800,14474,120,608,40,96,0,0,65,158,0.75,0.84,125,0,Metronome Strike; Sonic Bellow,HP x8.04; DMG x5.07; ARM x2.39
SEV-125,Glass-Hardened Incident: Magnetic Wind Bridge,The Resonant Peaks,Magnetic Wind Bridge,32,Void Anomaly,Glass-Hardened Void Anomaly,Support Variant 2,32,34,4200,8894,300,518,20,30,60,87,90,135,1.1,1.23,500,0,Phase Shift; Reality Tear,HP x2.12; DMG x1.73; ARM x1.48
SEV-126,Spore-Sick Incident: Cadence Door Hall,The Rhyming Labyrinths,Cadence Door Hall,32,Venom-Spitter,Spore-Sick Venom-Spitter,Primary Variant / Event Anchor,15,34,700,7492,65,415,15,40,0,0,20,54,1.05,1.18,75,0,Telegraphed Projectiles; Projectile Reversal,HP x10.70; DMG x6.39; ARM x2.65
SEV-126,Spore-Sick Incident: Cadence Door Hall,The Rhyming Labyrinths,Cadence Door Hall,32,Void Anomaly,Spore-Sick Void Anomaly,Support Variant 1,32,34,4200,8894,300,518,20,30,60,87,90,135,1.1,1.23,500,0,Phase Shift; Reality Tear,HP x2.12; DMG x1.73; ARM x1.48
SEV-126,Spore-Sick Incident: Cadence Door Hall,The Rhyming Labyrinths,Cadence Door Hall,32,Tremor-Fiend,Spore-Sick Tremor-Fiend,Support Variant 2,18,34,1800,14474,120,608,40,96,0,0,65,158,0.75,0.84,125,0,Metronome Strike; Sonic Bellow,HP x8.04; DMG x5.07; ARM x2.39
SEV-127,Chrome-Maw Incident: Spoken-Word Switch Maze,The Rhyming Labyrinths,Spoken-Word Switch Maze,32,Resonant Behemoth,Chrome-Maw Resonant Behemoth,Primary Variant / Event Anchor,8,34,7200,71274,230,1388,70,220,30,93,100,318,0.75,0.8,2500,0,Bass Drop; Echo Strikes,HP x9.90; DMG x6.03; ARM x3.14
SEV-127,Chrome-Maw Incident: Spoken-Word Switch Maze,The Rhyming Labyrinths,Spoken-Word Switch Maze,32,Aegis Carapace,Chrome-Maw Aegis Carapace,Support Variant 1,12,34,1100,15670,60,483,55,162,50,144,45,134,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x14.25; DMG x8.05; ARM x2.94
SEV-127,Chrome-Maw Incident: Spoken-Word Switch Maze,The Rhyming Labyrinths,Spoken-Word Switch Maze,32,Nexus Swarmers,Chrome-Maw Nexus Swarmers,Support Variant 2,26,34,500,1876,40,110,10,18,15,27,20,37,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x3.75; DMG x2.74; ARM x1.82
SEV-128,Eclipse-Synced Incident: Rhyme-Locked Blast Doors,The Rhyming Labyrinths,Rhyme-Locked Blast Doors,32,Aegis Carapace,Eclipse-Synced Aegis Carapace,Primary Variant / Event Anchor,12,34,1100,15670,60,483,55,162,50,144,45,134,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x14.25; DMG x8.05; ARM x2.94
SEV-128,Eclipse-Synced Incident: Rhyme-Locked Blast Doors,The Rhyming Labyrinths,Rhyme-Locked Blast Doors,32,Venom-Spitter,Eclipse-Synced Venom-Spitter,Support Variant 1,15,34,700,7492,65,415,15,40,0,0,20,54,1.05,1.18,75,0,Telegraphed Projectiles; Projectile Reversal,HP x10.70; DMG x6.39; ARM x2.65
SEV-128,Eclipse-Synced Incident: Rhyme-Locked Blast Doors,The Rhyming Labyrinths,Rhyme-Locked Blast Doors,32,Void Anomaly,Eclipse-Synced Void Anomaly,Support Variant 2,32,34,4200,8894,300,518,20,30,60,87,90,135,1.1,1.23,500,0,Phase Shift; Reality Tear,HP x2.12; DMG x1.73; ARM x1.48
SEV-129,Overcharged Incident: Metered Combat Room,The Rhyming Labyrinths,Metered Combat Room,32,Void Anomaly,Overcharged Void Anomaly,Primary Variant / Event Anchor,32,34,4200,8894,300,518,20,30,60,87,90,135,1.1,1.23,500,0,Phase Shift; Reality Tear,HP x2.12; DMG x1.73; ARM x1.48
SEV-129,Overcharged Incident: Metered Combat Room,The Rhyming Labyrinths,Metered Combat Room,32,Tremor-Fiend,Overcharged Tremor-Fiend,Support Variant 1,18,34,1800,14474,120,608,40,96,0,0,65,158,0.75,0.84,125,0,Metronome Strike; Sonic Bellow,HP x8.04; DMG x5.07; ARM x2.39
SEV-129,Overcharged Incident: Metered Combat Room,The Rhyming Labyrinths,Metered Combat Room,32,Nexus Swarmers,Overcharged Nexus Swarmers,Support Variant 2,26,34,500,1876,40,110,10,18,15,27,20,37,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x3.75; DMG x2.74; ARM x1.82
SEV-130,Bark-Crowned Incident: Echo-Couplet Exit,The Rhyming Labyrinths,Echo-Couplet Exit,32,Nexus Swarmers,Bark-Crowned Nexus Swarmers,Primary Variant / Event Anchor,26,34,500,1876,40,110,10,18,15,27,20,37,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x3.75; DMG x2.74; ARM x1.82
SEV-130,Bark-Crowned Incident: Echo-Couplet Exit,The Rhyming Labyrinths,Echo-Couplet Exit,32,Aegis Carapace,Bark-Crowned Aegis Carapace,Support Variant 1,12,34,1100,15670,60,483,55,162,50,144,45,134,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x14.25; DMG x8.05; ARM x2.94
SEV-130,Bark-Crowned Incident: Echo-Couplet Exit,The Rhyming Labyrinths,Echo-Couplet Exit,32,Venom-Spitter,Bark-Crowned Venom-Spitter,Support Variant 2,15,34,700,7492,65,415,15,40,0,0,20,54,1.05,1.18,75,0,Telegraphed Projectiles; Projectile Reversal,HP x10.70; DMG x6.39; ARM x2.65
SEV-131,Echo-Split Incident: Sterile Corridor Block,Sector 6 Quarantine,Sterile Corridor Block,32,Aegis Carapace,Echo-Split Aegis Carapace,Primary Variant / Event Anchor,12,34,1100,15670,60,483,55,162,50,144,45,134,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x14.25; DMG x8.05; ARM x2.94
SEV-131,Echo-Split Incident: Sterile Corridor Block,Sector 6 Quarantine,Sterile Corridor Block,32,Void Anomaly,Echo-Split Void Anomaly,Support Variant 1,32,34,4200,8894,300,518,20,30,60,87,90,135,1.1,1.23,500,0,Phase Shift; Reality Tear,HP x2.12; DMG x1.73; ARM x1.48
SEV-131,Echo-Split Incident: Sterile Corridor Block,Sector 6 Quarantine,Sterile Corridor Block,32,Nexus Swarmers,Echo-Split Nexus Swarmers,Support Variant 2,26,34,500,1876,40,110,10,18,15,27,20,37,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x3.75; DMG x2.74; ARM x1.82
SEV-132,Null-Branded Incident: Shattered Operating Theater,Sector 6 Quarantine,Shattered Operating Theater,32,Scrap-Stalker,Null-Branded Scrap-Stalker,Primary Variant / Event Anchor,28,34,2600,8061,190,446,35,59,20,33,55,95,1.35,1.51,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x3.10; DMG x2.35; ARM x1.70
SEV-132,Null-Branded Incident: Shattered Operating Theater,Sector 6 Quarantine,Shattered Operating Theater,32,Aegis Carapace,Null-Branded Aegis Carapace,Support Variant 1,12,34,1100,15670,60,483,55,162,50,144,45,134,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x14.25; DMG x8.05; ARM x2.94
SEV-132,Null-Branded Incident: Shattered Operating Theater,Sector 6 Quarantine,Shattered Operating Theater,32,Nexus Warden,Null-Branded Nexus Warden,Support Variant 2,27,34,3500,11936,180,457,50,88,75,129,75,134,0.9,1.01,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x3.41; DMG x2.54; ARM x1.76
SEV-133,Rhythm-Warped Incident: Dr. Blake Monitor Bay,Sector 6 Quarantine,Dr. Blake Monitor Bay,32,Nexus Swarmers,Rhythm-Warped Nexus Swarmers,Primary Variant / Event Anchor,26,34,500,1876,40,110,10,18,15,27,20,37,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x3.75; DMG x2.74; ARM x1.82
SEV-133,Rhythm-Warped Incident: Dr. Blake Monitor Bay,Sector 6 Quarantine,Dr. Blake Monitor Bay,32,Scrap-Stalker,Rhythm-Warped Scrap-Stalker,Support Variant 1,28,34,2600,8061,190,446,35,59,20,33,55,95,1.35,1.51,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x3.10; DMG x2.35; ARM x1.70
SEV-133,Rhythm-Warped Incident: Dr. Blake Monitor Bay,Sector 6 Quarantine,Dr. Blake Monitor Bay,32,Void Anomaly,Rhythm-Warped Void Anomaly,Support Variant 2,32,34,4200,8894,300,518,20,30,60,87,90,135,1.1,1.23,500,0,Phase Shift; Reality Tear,HP x2.12; DMG x1.73; ARM x1.48
SEV-134,Grav-Torn Incident: Central Trauma Ward,Sector 6 Quarantine,Central Trauma Ward,32,Data-Forged Evolvarch,Grav-Torn Data-Forged Evolvarch,Primary Variant / Event Anchor,30,34,38000,76629,1000,1675,85,125,125,181,135,201,0.95,1.02,28000,0,Tiered Evolution; Evolution Interrupt,HP x2.02; DMG x1.67; ARM x1.47
SEV-134,Grav-Torn Incident: Central Trauma Ward,Sector 6 Quarantine,Central Trauma Ward,32,Void Anomaly,Grav-Torn Void Anomaly,Support Variant 1,32,34,4200,8894,300,518,20,30,60,87,90,135,1.1,1.23,500,0,Phase Shift; Reality Tear,HP x2.12; DMG x1.73; ARM x1.48
SEV-134,Grav-Torn Incident: Central Trauma Ward,Sector 6 Quarantine,Central Trauma Ward,32,Scrap-Stalker,Grav-Torn Scrap-Stalker,Support Variant 2,28,34,2600,8061,190,446,35,59,20,33,55,95,1.35,1.51,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x3.10; DMG x2.35; ARM x1.70
SEV-135,Phase-Bound Incident: Containment Airlock Six,Sector 6 Quarantine,Containment Airlock Six,33,Void Anomaly,Phase-Bound Void Anomaly,Primary Variant / Event Anchor,32,35,4200,9783,300,559,20,31,60,90,90,140,1.1,1.23,500,0,Phase Shift; Reality Tear,HP x2.33; DMG x1.86; ARM x1.53
SEV-135,Phase-Bound Incident: Containment Airlock Six,Sector 6 Quarantine,Containment Airlock Six,33,Nexus Warden,Phase-Bound Nexus Warden,Support Variant 1,27,35,3500,13129,180,493,50,91,75,133,75,138,0.9,1.01,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x3.75; DMG x2.74; ARM x1.82
SEV-135,Phase-Bound Incident: Containment Airlock Six,Sector 6 Quarantine,Containment Airlock Six,33,Scrap-Stalker,Phase-Bound Scrap-Stalker,Support Variant 2,28,35,2600,8867,190,482,35,61,20,34,55,98,1.35,1.51,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x3.41; DMG x2.54; ARM x1.76
SEV-136,Warden-Fused Incident: Pristine Glass Lobby,The Syndicate Spire,Pristine Glass Lobby,34,Aegis Carapace,Warden-Fused Aegis Carapace,Primary Variant / Event Anchor,12,36,1100,18961,60,563,55,173,50,154,45,144,0.8,0.9,40,0,Frontal Deflection; Vault-Over Vulnerability,HP x17.24; DMG x9.38; ARM x3.15
SEV-136,Warden-Fused Incident: Pristine Glass Lobby,The Syndicate Spire,Pristine Glass Lobby,34,Scrap-Stalker,Warden-Fused Scrap-Stalker,Support Variant 1,28,36,2600,9753,190,520,35,64,20,36,55,101,1.35,1.51,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x3.75; DMG x2.74; ARM x1.82
SEV-136,Warden-Fused Incident: Pristine Glass Lobby,The Syndicate Spire,Pristine Glass Lobby,34,Nexus Warden,Warden-Fused Nexus Warden,Support Variant 2,27,36,3500,14442,180,533,50,94,75,138,75,143,0.9,1.01,400,0,Long-range beams; heavy defenses after Swarm fusion,HP x4.13; DMG x2.96; ARM x1.88
SEV-137,Sovereign-Touched Incident: Fortified Elevator Shaft,The Syndicate Spire,Fortified Elevator Shaft,34,Scrap-Stalker,Sovereign-Touched Scrap-Stalker,Primary Variant / Event Anchor,28,36,2600,9753,190,520,35,64,20,36,55,101,1.35,1.51,180,0,Hydraulic Pounce; Overclock; EMP Howl,HP x3.75; DMG x2.74; ARM x1.82
SEV-137,Sovereign-Touched Incident: Fortified Elevator Shaft,The Syndicate Spire,Fortified Elevator Shaft,34,Nexus Swarmers,Sovereign-Touched Nexus Swarmers,Support Variant 1,26,36,500,2270,40,128,10,19,15,29,20,39,1.2,1.34,15,0,Swarm Mentality; Adaptive Evolution into Nexus Warden,HP x4.54; DMG x3.20; ARM x1.95
SEV-137,Sovereign-Touched Incident: Fortified Elevator Shaft,The Syndicate Spire,Fortified Elevator Shaft,34,Void Anomaly,Sovereign-Touched Void Anomaly,Support Variant 2,32,36,4200,10761,300,604,20,32,60,93,90,145,1.1,1.23,500,0,Phase Shift; Reality Tear,HP x2.56; DMG x2.01; ARM x1.58
