event_id,event_title,world_map_location,map_category,sublocation,required_player_level,recommended_combat_rating,difficulty_kind,event_type,xp_reward,spawned_enemy_xp_reward,primary_variant,primary_standard_monster,support_variants,encounter_goal,trigger_rule,failure_state,hazard_profile,variant_mechanic,no_xp_policy,group_scaling,loot_item,loot_tier,item_slot,item_power,first_clear_reward,repeat_drop_rule,unique_perk,drop_chance_percent
SEV-170,Venom-Laced Incident: Inverted Reading Chamber,The Alternating Archives,Grand Libraries & Data Vaults,Inverted Reading Chamber,39,41,Boss-Echo,Alliance Trial,0,0,Venom-Laced Data-Forged Evolvarch,Data-Forged Evolvarch,Venom-Laced Void Anomaly | Venom-Laced Nexus Warden,"Break the Data-Forged Evolvarch echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 39, player enters or completes a combat action inside Inverted Reading Chamber, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","reverting geometry, data-laser sweeps, and UI-noise distraction hazards","Venom-Laced Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Inverted Data-Forged Back Trophy,Ancient Relic,back trophy,910,Guaranteed first-clear: Inverted Data-Forged Back Trophy pattern token + Ancient Relic crafting imprint.,Repeat clear: 8% chance for the unique back trophy; pity token after 8 eligible clears.,"Unique Perk: while inside Alternating-type arenas, gain a short defensive or traversal proc after countering Data-Forged Evolvarch mechanics. Does not increase XP gain.",8
SEV-171,Warden-Fused Incident: Red-Pen Laser Lane,The Marlowe Editing Protocol,Grand Libraries & Data Vaults,Red-Pen Laser Lane,39,41,Boss-Echo,Elite Ambush,0,0,Warden-Fused Syndicate Lich,Syndicate Lich,Warden-Fused Nexus Swarmers | Warden-Fused Void Anomaly,"Break the Syndicate Lich echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 39, player enters or completes a combat action inside Red-Pen Laser Lane, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","reverting geometry, data-laser sweeps, and UI-noise distraction hazards","Warden-Fused Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Red-Pen Battle-Tonic Schematic,Ancient Relic,consumable schematic,882,Guaranteed first-clear: Red-Pen Battle-Tonic Schematic pattern token + Ancient Relic crafting imprint.,Repeat clear: 8% chance for the unique consumable schematic; pity token after 8 eligible clears.,"Unique Perk: while inside Marlowe-type arenas, gain a short defensive or traversal proc after countering Syndicate Lich mechanics. Does not increase XP gain.",8
SEV-172,Sovereign-Touched Incident: Revision Chamber Floor,The Marlowe Editing Protocol,Grand Libraries & Data Vaults,Revision Chamber Floor,39,41,Boss-Echo,Environmental Surge,0,0,Sovereign-Touched Null Anomaly,Null Anomaly,Sovereign-Touched Nexus Warden | Sovereign-Touched Nexus Swarmers,"Break the Null Anomaly echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 39, player enters or completes a combat action inside Revision Chamber Floor, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","reverting geometry, data-laser sweeps, and UI-noise distraction hazards","Sovereign-Touched Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Revision Null Helmet,Ancient Relic,helmet,889,Guaranteed first-clear: Revision Null Helmet pattern token + Ancient Relic crafting imprint.,Repeat clear: 8% chance for the unique helmet; pity token after 8 eligible clears.,"Unique Perk: while inside Marlowe-type arenas, gain a short defensive or traversal proc after countering Null Anomaly mechanics. Does not increase XP gain.",8
SEV-173,Data-Forged Incident: Critique Grid Bridge,The Marlowe Editing Protocol,Grand Libraries & Data Vaults,Critique Grid Bridge,39,41,Boss-Echo,Variant Hunt,0,0,Data-Forged Data-Forged Evolvarch,Data-Forged Evolvarch,Data-Forged Void Anomaly | Data-Forged Nexus Warden,"Break the Data-Forged Evolvarch echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 39, player enters or completes a combat action inside Critique Grid Bridge, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Data-Forged Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Critique Data-Forged Chest Armor,Ancient Relic,chest armor,896,Guaranteed first-clear: Critique Data-Forged Chest Armor pattern token + Ancient Relic crafting imprint.,Repeat clear: 8% chance for the unique chest armor; pity token after 8 eligible clears.,"Unique Perk: while inside Marlowe-type arenas, gain a short defensive or traversal proc after countering Data-Forged Evolvarch mechanics. Does not increase XP gain.",8
SEV-174,Ash-Baptized Incident: Health-Bar Edit Sweep,The Marlowe Editing Protocol,Grand Libraries & Data Vaults,Health-Bar Edit Sweep,39,41,Boss-Echo,Timed Defense,0,0,Ash-Baptized Syndicate Lich,Syndicate Lich,Ash-Baptized Nexus Swarmers | Ash-Baptized Void Anomaly,"Break the Syndicate Lich echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 39, player enters or completes a combat action inside Health-Bar Edit Sweep, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","reverting geometry, data-laser sweeps, and UI-noise distraction hazards","Ash-Baptized Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Health-Bar Syndicate Gauntlets,Ancient Relic,gauntlets,903,Guaranteed first-clear: Health-Bar Syndicate Gauntlets pattern token + Ancient Relic crafting imprint.,Repeat clear: 8% chance for the unique gauntlets; pity token after 8 eligible clears.,"Unique Perk: while inside Marlowe-type arenas, gain a short defensive or traversal proc after countering Syndicate Lich mechanics. Does not increase XP gain.",8
SEV-175,Tide-Broken Incident: Protocol Judgment Stage,The Marlowe Editing Protocol,Grand Libraries & Data Vaults,Protocol Judgment Stage,39,41,Boss-Echo,Rift Incursion,0,0,Tide-Broken Null Anomaly,Null Anomaly,Tide-Broken Nexus Warden | Tide-Broken Nexus Swarmers,"Break the Null Anomaly echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 39, player enters or completes a combat action inside Protocol Judgment Stage, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","reverting geometry, data-laser sweeps, and UI-noise distraction hazards","Tide-Broken Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Protocol Null Greaves,Ancient Relic,greaves,910,Guaranteed first-clear: Protocol Null Greaves pattern token + Ancient Relic crafting imprint.,Repeat clear: 8% chance for the unique greaves; pity token after 8 eligible clears.,"Unique Perk: while inside Marlowe-type arenas, gain a short defensive or traversal proc after countering Null Anomaly mechanics. Does not increase XP gain.",8
SEV-176,Magnetized Incident: Grid-Savanna Start,The Pocket-Monster Data Plains,Digital & Evolutionary Plains,Grid-Savanna Start,39,41,Boss-Echo,Horde Compression,0,0,Magnetized Data-Forged Evolvarch,Data-Forged Evolvarch,Magnetized Void Anomaly | Magnetized Nexus Warden,"Break the Data-Forged Evolvarch echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 39, player enters or completes a combat action inside Grid-Savanna Start, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","high-speed transit sweeps, lane swaps, and lethal timing windows","Magnetized Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Grid-Savanna Data-Forged Cloak,Ancient Relic,cloak,882,Guaranteed first-clear: Grid-Savanna Data-Forged Cloak pattern token + Ancient Relic crafting imprint.,Repeat clear: 8% chance for the unique cloak; pity token after 8 eligible clears.,"Unique Perk: while inside Pocket-Monster-type arenas, gain a short defensive or traversal proc after countering Data-Forged Evolvarch mechanics. Does not increase XP gain.",8
SEV-177,Sonic-Scarred Incident: Evolution Bloom Field,The Pocket-Monster Data Plains,Digital & Evolutionary Plains,Evolution Bloom Field,39,41,Boss-Echo,Mini-Boss Echo,0,0,Sonic-Scarred Syndicate Lich,Syndicate Lich,Sonic-Scarred Nexus Swarmers | Sonic-Scarred Void Anomaly,"Break the Syndicate Lich echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 39, player enters or completes a combat action inside Evolution Bloom Field, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","reverting geometry, data-laser sweeps, and UI-noise distraction hazards","Sonic-Scarred Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Evolution Syndicate Ring,Ancient Relic,ring,889,Guaranteed first-clear: Evolution Syndicate Ring pattern token + Ancient Relic crafting imprint.,Repeat clear: 8% chance for the unique ring; pity token after 8 eligible clears.,"Unique Perk: while inside Pocket-Monster-type arenas, gain a short defensive or traversal proc after countering Syndicate Lich mechanics. Does not increase XP gain.",8
SEV-178,Spore-Sick Incident: Rhythm-Pattern Grove,The Pocket-Monster Data Plains,Digital & Evolutionary Plains,Rhythm-Pattern Grove,40,42,Boss-Echo,Traversal Gauntlet,0,0,Spore-Sick Data-Forged Evolvarch,Data-Forged Evolvarch,Spore-Sick Nexus Warden | Spore-Sick Nexus Swarmers,"Break the Data-Forged Evolvarch echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 40, player enters or completes a combat action inside Rhythm-Pattern Grove, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","reverting geometry, data-laser sweeps, and UI-noise distraction hazards","Spore-Sick Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Rhythm-Pattern Data-Forged Main-Hand Weapon,Astral Artifact,main-hand weapon,914,Guaranteed first-clear: Rhythm-Pattern Data-Forged Main-Hand Weapon pattern token + Astral Artifact crafting imprint.,Repeat clear: 6% chance for the unique main-hand weapon; pity token after 8 eligible clears.,"Unique Perk: while inside Pocket-Monster-type arenas, gain a short defensive or traversal proc after countering Data-Forged Evolvarch mechanics. Does not increase XP gain.",6
SEV-179,Chrome-Maw Incident: Data-Fauna Migration Path,The Pocket-Monster Data Plains,Digital & Evolutionary Plains,Data-Fauna Migration Path,40,42,Boss-Echo,Hazard Lockdown,0,0,Chrome-Maw Syndicate Lich,Syndicate Lich,Chrome-Maw Void Anomaly | Chrome-Maw Nexus Warden,"Break the Syndicate Lich echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 40, player enters or completes a combat action inside Data-Fauna Migration Path, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","reverting geometry, data-laser sweeps, and UI-noise distraction hazards","Chrome-Maw Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Data-Fauna Syndicate Off-Hand Focus,Astral Artifact,off-hand focus,921,Guaranteed first-clear: Data-Fauna Syndicate Off-Hand Focus pattern token + Astral Artifact crafting imprint.,Repeat clear: 6% chance for the unique off-hand focus; pity token after 8 eligible clears.,"Unique Perk: while inside Pocket-Monster-type arenas, gain a short defensive or traversal proc after countering Syndicate Lich mechanics. Does not increase XP gain.",6
SEV-180,Eclipse-Synced Incident: Mega-Evolution Hazard Ring,The Pocket-Monster Data Plains,Digital & Evolutionary Plains,Mega-Evolution Hazard Ring,40,42,Boss-Echo,Alliance Trial,0,0,Eclipse-Synced Astral Sovereign,Astral Sovereign,Eclipse-Synced Nexus Swarmers | Eclipse-Synced Void Anomaly,"Break the Astral Sovereign echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 40, player enters or completes a combat action inside Mega-Evolution Hazard Ring, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","reverting geometry, data-laser sweeps, and UI-noise distraction hazards","Eclipse-Synced Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Mega-Evolution Astral Relic Core,Astral Artifact,relic core,928,Guaranteed first-clear: Mega-Evolution Astral Relic Core pattern token + Astral Artifact crafting imprint.,Repeat clear: 6% chance for the unique relic core; pity token after 8 eligible clears.,"Unique Perk: while inside Pocket-Monster-type arenas, gain a short defensive or traversal proc after countering Astral Sovereign mechanics. Does not increase XP gain.",6
SEV-181,Overcharged Incident: Crater Training Field,The Lunar Readiness Base,Orbital & Cosmic Fronts,Crater Training Field,40,42,Boss-Echo,Elite Ambush,0,0,Overcharged Null Anomaly,Null Anomaly,Overcharged Nexus Warden | Overcharged Void Anomaly,"Break the Null Anomaly echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 40, player enters or completes a combat action inside Crater Training Field, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","gravity inversion, debris lanes, and delayed orbital strike telegraphs","Overcharged Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Crater Null Class Mod,Astral Artifact,class mod,900,Guaranteed first-clear: Crater Null Class Mod pattern token + Astral Artifact crafting imprint.,Repeat clear: 6% chance for the unique class mod; pity token after 8 eligible clears.,"Unique Perk: while inside Lunar-type arenas, gain a short defensive or traversal proc after countering Null Anomaly mechanics. Does not increase XP gain.",6
SEV-182,Bark-Crowned Incident: Broken Launch Gantry,The Lunar Readiness Base,Orbital & Cosmic Fronts,Broken Launch Gantry,40,42,Boss-Echo,Environmental Surge,0,0,Bark-Crowned Data-Forged Evolvarch,Data-Forged Evolvarch,Bark-Crowned Scrap-Stalker | Bark-Crowned Nexus Swarmers,"Break the Data-Forged Evolvarch echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 40, player enters or completes a combat action inside Broken Launch Gantry, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","gravity inversion, debris lanes, and delayed orbital strike telegraphs","Bark-Crowned Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Broken Data-Forged Mount Cosmetic,Astral Artifact,mount cosmetic,907,Guaranteed first-clear: Broken Data-Forged Mount Cosmetic pattern token + Astral Artifact crafting imprint.,Repeat clear: 6% chance for the unique mount cosmetic; pity token after 8 eligible clears.,"Unique Perk: while inside Lunar-type arenas, gain a short defensive or traversal proc after countering Data-Forged Evolvarch mechanics. Does not increase XP gain.",6
SEV-183,Echo-Split Incident: Low-G Jump Range,The Lunar Readiness Base,Orbital & Cosmic Fronts,Low-G Jump Range,40,42,Boss-Echo,Variant Hunt,0,0,Echo-Split Syndicate Lich,Syndicate Lich,Echo-Split Void Anomaly | Echo-Split Nexus Warden,"Break the Syndicate Lich echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 40, player enters or completes a combat action inside Low-G Jump Range, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","gravity inversion, debris lanes, and delayed orbital strike telegraphs","Echo-Split Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Low-G Syndicate Weapon Skin,Astral Artifact,weapon skin,914,Guaranteed first-clear: Low-G Syndicate Weapon Skin pattern token + Astral Artifact crafting imprint.,Repeat clear: 6% chance for the unique weapon skin; pity token after 8 eligible clears.,"Unique Perk: while inside Lunar-type arenas, gain a short defensive or traversal proc after countering Syndicate Lich mechanics. Does not increase XP gain.",6
SEV-184,Null-Branded Incident: Derelict Vessel Skeleton,The Lunar Readiness Base,Orbital & Cosmic Fronts,Derelict Vessel Skeleton,40,42,Boss-Echo,Timed Defense,0,0,Null-Branded Astral Sovereign,Astral Sovereign,Null-Branded Nexus Swarmers | Null-Branded Scrap-Stalker,"Break the Astral Sovereign echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 40, player enters or completes a combat action inside Derelict Vessel Skeleton, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","gravity inversion, debris lanes, and delayed orbital strike telegraphs","Null-Branded Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Derelict Astral Back Trophy,Astral Artifact,back trophy,921,Guaranteed first-clear: Derelict Astral Back Trophy pattern token + Astral Artifact crafting imprint.,Repeat clear: 6% chance for the unique back trophy; pity token after 8 eligible clears.,"Unique Perk: while inside Lunar-type arenas, gain a short defensive or traversal proc after countering Astral Sovereign mechanics. Does not increase XP gain.",6
SEV-185,Rhythm-Warped Incident: Lunar Drill Bunker,The Lunar Readiness Base,Orbital & Cosmic Fronts,Lunar Drill Bunker,40,42,Boss-Echo,Rift Incursion,0,0,Rhythm-Warped Null Anomaly,Null Anomaly,Rhythm-Warped Nexus Warden | Rhythm-Warped Void Anomaly,"Break the Null Anomaly echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 40, player enters or completes a combat action inside Lunar Drill Bunker, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","gravity inversion, debris lanes, and delayed orbital strike telegraphs","Rhythm-Warped Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Lunar Battle-Tonic Schematic,Astral Artifact,consumable schematic,928,Guaranteed first-clear: Lunar Battle-Tonic Schematic pattern token + Astral Artifact crafting imprint.,Repeat clear: 6% chance for the unique consumable schematic; pity token after 8 eligible clears.,"Unique Perk: while inside Lunar-type arenas, gain a short defensive or traversal proc after countering Null Anomaly mechanics. Does not increase XP gain.",6
SEV-186,Grav-Torn Incident: Shattered Solar Panel Field,The Orbital Tether Station,Orbital & Cosmic Fronts,Shattered Solar Panel Field,40,42,Boss-Echo,Horde Compression,0,0,Grav-Torn Data-Forged Evolvarch,Data-Forged Evolvarch,Grav-Torn Scrap-Stalker | Grav-Torn Nexus Swarmers,"Break the Data-Forged Evolvarch echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 40, player enters or completes a combat action inside Shattered Solar Panel Field, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","gravity inversion, debris lanes, and delayed orbital strike telegraphs","Grav-Torn Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Shattered Data-Forged Helmet,Astral Artifact,helmet,900,Guaranteed first-clear: Shattered Data-Forged Helmet pattern token + Astral Artifact crafting imprint.,Repeat clear: 6% chance for the unique helmet; pity token after 8 eligible clears.,"Unique Perk: while inside Orbital-type arenas, gain a short defensive or traversal proc after countering Data-Forged Evolvarch mechanics. Does not increase XP gain.",6
SEV-187,Ablative Incident: Curvature View Deck,The Orbital Tether Station,Orbital & Cosmic Fronts,Curvature View Deck,40,42,Boss-Echo,Mini-Boss Echo,0,0,Ablative Syndicate Lich,Syndicate Lich,Ablative Void Anomaly | Ablative Nexus Warden,"Break the Syndicate Lich echo before its signature phase mechanic fully resolves, while suppressing support variants and maintaining encounter control.","Trigger only when player level >= 40, player enters or completes a combat action inside Curvature View Deck, and the sublocation has not awarded its weekly unique-loot eligibility. Completion XP and spawned-enemy XP are both forcibly set to 0.","Event fails if the local anomaly reaches 100% intensity, all eligible players are downed, or the primary variant completes its empowered phase three times. Failure gives no XP and no loot roll.","gravity inversion, debris lanes, and delayed orbital strike telegraphs","Ablative Echo Rule: the boss repeats one signature world mechanic at 70%, 40%, and 15% health, each time with a tighter counter window.",0 completion XP; 0 spawned-enemy XP; combo-multiplier XP hooks disabled; event cannot be chained for leveling.,"Solo-scaled, 2-player, 4-player, and 8-player public-event variants; HP scales by +65% per additional player after the first, damage scales by +8% per additional player, and loot eligibility requires active contribution.",Curvature Syndicate Chest Armor,Astral Artifact,chest armor,907,Guaranteed first-clear: Curvature Syndicate Chest Armor pattern token + Astral Artifact crafting imprint.,Repeat clear: 6% chance for the unique chest armor; pity token after 8 eligible clears.,"Unique Perk: while inside Orbital-type arenas, gain a short defensive or traversal proc after countering Syndicate Lich mechanics. Does not increase XP gain.",6
