pack_number,zip,pack_name,class,subclass,specialization,ability,monster,boss,support_npc,weather,terrain,sun_variant,glb_modules,texture_png,audio_wav,config_docs,size_bytes
924,0924_orbital_striker_thruster_strike_combat_magic_upgrade_0924.zip,Orbital Striker Thruster-Strike Combat Magic Upgrade 0924,Orbital Striker,Grav-Architect,Singularity Tether,Thruster-Strike,The Siphon-Ticks,The Apex Chimera,Director Vance,clear dawn,root snare,storm green cast,8,12,5,11,86645
925,0925_scrap_tek_magnetic_tether_combat_magic_upgrade_0925.zip,Scrap-Tek Magnetic Tether Combat Magic Upgrade 0925,Scrap-Tek,Shock-Jockey,Static Grid,Magnetic Tether,The Venom-Spitter,The Astral Sovereign,The Grand Archivist,amber dusk,starfield dust,molten red noon,8,12,5,11,94563
926,0926_kinetic_juggernaut_release_valve_combat_magic_upgrade_0926.zip,Kinetic Juggernaut Release Valve Combat Magic Upgrade 0926,Kinetic Juggernaut,Inertia Bastion,Heavy Grapple,Release Valve,Nexus Warden,The Null Anomaly,Tidespeaker Nami,acid rain,glass shard soundwave,deep-water cyan bloom,8,12,5,11,125802
927,0927_phantom_shift_blink_parry_combat_magic_upgrade_0927.zip,Phantom-Shift Blink-Parry Combat Magic Upgrade 0927,Phantom-Shift,Glass-Cannon,Sensory Feedback,Blink-Parry,The Void Anomaly,The Ivory Behemoth,Beastmaster Thorne,snow squall,root snare,archive white-gold,8,12,5,11,87463
928,0928_sylvan_warden_briar_web_combat_magic_upgrade_0928.zip,Sylvan Warden Briar Web Combat Magic Upgrade 0928,Sylvan Warden,Root-Binder,Photosynthesis,Briar Web,The Scrap-Phalanx,The Ascendant Colossus,Director Vance,zero-g starstorm,starfield dust,void blacklight sun,8,12,5,11,126534
929,0929_flux_caster_elemental_dive_combat_magic_upgrade_0929.zip,Flux-Caster Elemental Dive Combat Magic Upgrade 0929,Flux-Caster,Elemental Weaver,Blizzard,Elemental Dive,The Iron-Jaw Hound,The Resonant Behemoth,The Grand Archivist,fog bank,glass shard soundwave,festival magenta sun,8,12,5,11,109674
930,0930_protocol_weaver_grapple_syntax_combat_magic_upgrade_0930.zip,Protocol Weaver Grapple Syntax Combat Magic Upgrade 0930,Protocol Weaver,Anomaly,Biomechanical Shift,Grapple Syntax,The Nexus Swarmers,The Data-Forged Evolvarch,Tidespeaker Nami,tidal surge,root snare,cold blue sunrise,8,12,5,11,110077
931,0931_apex_mutator_assimilation_roar_combat_magic_upgrade_0931.zip,Apex Mutator Assimilation Roar Combat Magic Upgrade 0931,Apex Mutator,Chimera Strand,Earth-Shaker,Assimilation Roar,The Sylvan Juggernaut,The Resonance Maestro,Beastmaster Thorne,clear dawn,starfield dust,golden sanctuary sun,8,12,5,11,126908
932,0932_resonant_dual_woofer_slam_combat_magic_upgrade_0932.zip,Resonant Dual-Woofer Slam Combat Magic Upgrade 0932,Resonant,Sonic Vanguard,Psychoacoustic Illusion,Dual-Woofer Slam,The Gnarl-Maws,The Syndicate Lich,Director Vance,amber dusk,glass shard soundwave,ash-orange glare,8,12,5,11,108937
933,0933_packmaster_alpha_s_command_combat_magic_upgrade_0933.zip,Packmaster Alpha's Command Combat Magic Upgrade 0933,Packmaster,Outward Hunter,Mounted Artillery,Alpha's Command,The Aegis Carapace,The Apex Chimera,The Grand Archivist,acid rain,root snare,eclipse violet rim,8,12,5,11,83419
934,0934_orbital_striker_the_rod_of_god_combat_magic_upgrade_0934.zip,Orbital Striker The Rod of God Combat Magic Upgrade 0934,Orbital Striker,Orbital Bombardment,Kinetic Rods,The Rod of God,The Tremor-Fiend,The Astral Sovereign,Tidespeaker Nami,snow squall,starfield dust,storm green cast,8,12,5,11,87305
935,0935_scrap_tek_junkyard_titan_combat_magic_upgrade_0935.zip,Scrap-Tek Junkyard Titan Combat Magic Upgrade 0935,Scrap-Tek,Exo-Brawler,Hydraulic Leap,Junkyard Titan,The Scrap-Stalker,The Null Anomaly,Beastmaster Thorne,zero-g starstorm,glass shard soundwave,molten red noon,8,12,5,11,94878
936,0936_kinetic_juggernaut_heavy_handed_combat_magic_upgrade_0936.zip,Kinetic Juggernaut Heavy-Handed Combat Magic Upgrade 0936,Kinetic Juggernaut,Counter-Weight,Kinetic Absorption,Heavy-Handed,The Grid-Rushers,The Ivory Behemoth,Director Vance,fog bank,root snare,deep-water cyan bloom,8,12,5,11,126541
937,0937_phantom_shift_reality_shatter_combat_magic_upgrade_0937.zip,Phantom-Shift Reality Shatter Combat Magic Upgrade 0937,Phantom-Shift,Void-Walker,Phase-Shift Assassination,Reality Shatter,The Siphon-Ticks,The Ascendant Colossus,The Grand Archivist,tidal surge,starfield dust,archive white-gold,8,12,5,11,86819
938,0938_sylvan_warden_bramble_slam_combat_magic_upgrade_0938.zip,Sylvan Warden Bramble-Slam Combat Magic Upgrade 0938,Sylvan Warden,Iron-Bark,Thorns & Tethers,Bramble-Slam,The Venom-Spitter,The Resonant Behemoth,Tidespeaker Nami,clear dawn,glass shard soundwave,void blacklight sun,8,12,5,11,127605
939,0939_flux_caster_stance_dance_combat_magic_upgrade_0939.zip,Flux-Caster Stance Dance Combat Magic Upgrade 0939,Flux-Caster,Aether-Blade,Superconduct,Stance Dance,Nexus Warden,The Data-Forged Evolvarch,Beastmaster Thorne,amber dusk,root snare,festival magenta sun,8,12,5,11,108808
940,0940_protocol_weaver_structural_rewrite_combat_magic_upgrade_0940.zip,Protocol Weaver Structural Rewrite Combat Magic Upgrade 0940,Protocol Weaver,Front-Matter Architect,Cognitive Override,Structural Rewrite,The Void Anomaly,The Resonance Maestro,Director Vance,acid rain,starfield dust,cold blue sunrise,8,12,5,11,109340
941,0941_apex_mutator_dna_siphon_combat_magic_upgrade_0941.zip,Apex Mutator DNA Siphon Combat Magic Upgrade 0941,Apex Mutator,Data-Code Deviant,Scrap-Armor,DNA Siphon,The Scrap-Phalanx,The Syndicate Lich,The Grand Archivist,snow squall,glass shard soundwave,golden sanctuary sun,8,12,5,11,126832
942,0942_resonant_wall_of_sound_combat_magic_upgrade_0942.zip,Resonant Wall of Sound Combat Magic Upgrade 0942,Resonant,Wakaan Mystic,Accelerando,Wall of Sound,The Iron-Jaw Hound,The Apex Chimera,Tidespeaker Nami,zero-g starstorm,root snare,ash-orange glare,8,12,5,11,108726
943,0943_packmaster_launching_bite_combat_magic_upgrade_0943.zip,Packmaster Launching Bite Combat Magic Upgrade 0943,Packmaster,Hound-Rider,Blood-Scent,Launching Bite,The Nexus Swarmers,The Astral Sovereign,Beastmaster Thorne,fog bank,starfield dust,eclipse violet rim,8,12,5,11,83540
944,0944_orbital_striker_the_master_aviator_combat_magic_upgrade_0944.zip,Orbital Striker The Master Aviator Combat Magic Upgrade 0944,Orbital Striker,Zero-G Brawler,Frictionless Dash,The Master Aviator,The Sylvan Juggernaut,The Null Anomaly,Director Vance,tidal surge,glass shard soundwave,storm green cast,8,12,5,11,86884
945,0945_scrap_tek_emp_grid_combat_magic_upgrade_0945.zip,Scrap-Tek EMP Grid Combat Magic Upgrade 0945,Scrap-Tek,Scavenger,Hunter-Killer Drones,EMP Grid,The Gnarl-Maws,The Ivory Behemoth,The Grand Archivist,clear dawn,root snare,molten red noon,8,12,5,11,96276
946,0946_kinetic_juggernaut_dual_release_combat_magic_upgrade_0946.zip,Kinetic Juggernaut Dual Release Combat Magic Upgrade 0946,Kinetic Juggernaut,Momentum Engine,Inertial Mass,Dual Release,The Aegis Carapace,The Ascendant Colossus,Tidespeaker Nami,amber dusk,starfield dust,deep-water cyan bloom,8,12,5,11,126428
947,0947_phantom_shift_chrono_collapse_combat_magic_upgrade_0947.zip,Phantom-Shift Chrono-Collapse Combat Magic Upgrade 0947,Phantom-Shift,Chrono-Blade,Time-Loop,Chrono-Collapse,The Tremor-Fiend,The Resonant Behemoth,Beastmaster Thorne,acid rain,glass shard soundwave,archive white-gold,8,12,5,11,86833
948,0948_sylvan_warden_vine_whip_combat_magic_upgrade_0948.zip,Sylvan Warden Vine-Whip Combat Magic Upgrade 0948,Sylvan Warden,Verdant Weaver,Canopy Assault,Vine-Whip,The Scrap-Stalker,The Data-Forged Evolvarch,Director Vance,snow squall,root snare,void blacklight sun,8,12,5,11,126686
949,0949_flux_caster_the_maelstrom_combat_magic_upgrade_0949.zip,Flux-Caster The Maelstrom Combat Magic Upgrade 0949,Flux-Caster,Storm-Caller,Hurricane,The Maelstrom,The Grid-Rushers,The Resonance Maestro,The Grand Archivist,zero-g starstorm,starfield dust,festival magenta sun,8,12,5,11,109357
950,0950_protocol_weaver_final_revision_combat_magic_upgrade_0950.zip,Protocol Weaver Final Revision Combat Magic Upgrade 0950,Protocol Weaver,Evolutionary Coder,Foundation Warding,Final Revision,The Siphon-Ticks,The Syndicate Lich,Tidespeaker Nami,fog bank,glass shard soundwave,cold blue sunrise,8,12,5,11,109195
951,0951_apex_mutator_apex_ascendancy_combat_magic_upgrade_0951.zip,Apex Mutator Apex Ascendancy Combat Magic Upgrade 0951,Apex Mutator,Primal Catalyst,Corrupted File,Apex Ascendancy,The Venom-Spitter,The Apex Chimera,Beastmaster Thorne,tidal surge,root snare,golden sanctuary sun,8,12,5,11,125782
952,0952_resonant_acoustic_counter_combat_magic_upgrade_0952.zip,Resonant Acoustic Counter Combat Magic Upgrade 0952,Resonant,Sub-Bass Architect,Reverb Deflection,Acoustic Counter,Nexus Warden,The Astral Sovereign,Director Vance,clear dawn,starfield dust,ash-orange glare,8,12,5,11,108852
953,0953_packmaster_the_latch_combat_magic_upgrade_0953.zip,Packmaster The Latch Combat Magic Upgrade 0953,Packmaster,Alpha-Handler,Territorial Divide,The Latch,The Void Anomaly,The Null Anomaly,The Grand Archivist,amber dusk,glass shard soundwave,eclipse violet rim,8,12,5,11,83705
954,0954_orbital_striker_exosphere_stasis_combat_magic_upgrade_0954.zip,Orbital Striker Exosphere Stasis Combat Magic Upgrade 0954,Orbital Striker,Thruster-Junkie,Satellite Painting,Exosphere Stasis,The Scrap-Phalanx,The Ivory Behemoth,Tidespeaker Nami,acid rain,root snare,storm green cast,8,12,5,11,87146
955,0955_scrap_tek_wrecking_ball_combat_magic_upgrade_0955.zip,Scrap-Tek Wrecking Ball Combat Magic Upgrade 0955,Scrap-Tek,Field-Mechanic,Piston-Strike,Wrecking Ball,The Iron-Jaw Hound,The Ascendant Colossus,Beastmaster Thorne,snow squall,starfield dust,molten red noon,8,12,5,11,96070
956,0956_kinetic_juggernaut_gravity_well_combat_magic_upgrade_0956.zip,Kinetic Juggernaut Gravity Well Combat Magic Upgrade 0956,Kinetic Juggernaut,Seismic Brawler,Aggro Manipulation,Gravity Well,The Nexus Swarmers,The Resonant Behemoth,Director Vance,zero-g starstorm,glass shard soundwave,deep-water cyan bloom,8,12,5,11,126207
957,0957_phantom_shift_vaulting_stutter_combat_magic_upgrade_0957.zip,Phantom-Shift Vaulting Stutter Combat Magic Upgrade 0957,Phantom-Shift,Neural-Linker,Momentum Drift,Vaulting Stutter,The Sylvan Juggernaut,The Data-Forged Evolvarch,The Grand Archivist,fog bank,root snare,archive white-gold,8,12,5,11,86847
958,0958_sylvan_warden_master_gardener_combat_magic_upgrade_0958.zip,Sylvan Warden Master Gardener Combat Magic Upgrade 0958,Sylvan Warden,Apex Flora,The Overgrowth,Master Gardener,The Gnarl-Maws,The Resonance Maestro,Tidespeaker Nami,tidal surge,starfield dust,void blacklight sun,8,12,5,11,126674
959,0959_flux_caster_ley_line_pull_combat_magic_upgrade_0959.zip,Flux-Caster Ley-Line Pull Combat Magic Upgrade 0959,Flux-Caster,Geo-Mage,Crystal Carapace,Ley-Line Pull,The Aegis Carapace,The Syndicate Lich,Beastmaster Thorne,clear dawn,glass shard soundwave,festival magenta sun,8,12,5,11,109420
960,0960_protocol_weaver_frame_trap_combat_magic_upgrade_0960.zip,Protocol Weaver Frame-Trap Combat Magic Upgrade 0960,Protocol Weaver,EPI-Savant,Structural Revision,Frame-Trap,The Tremor-Fiend,The Apex Chimera,Director Vance,amber dusk,root snare,cold blue sunrise,8,12,5,11,110197
961,0961_apex_mutator_omega_cleave_combat_magic_upgrade_0961.zip,Apex Mutator Omega Cleave Combat Magic Upgrade 0961,Apex Mutator,Biomech Beast,Cyber-Strike,Omega Cleave,The Scrap-Stalker,The Astral Sovereign,The Grand Archivist,acid rain,starfield dust,golden sanctuary sun,8,12,5,11,126857
962,0962_resonant_metric_strike_combat_magic_upgrade_0962.zip,Resonant Metric Strike Combat Magic Upgrade 0962,Resonant,Tempo-Weaver,Low-Frequency Disruption,Metric Strike,The Grid-Rushers,The Null Anomaly,Tidespeaker Nami,snow squall,glass shard soundwave,ash-orange glare,8,12,5,11,109154
963,0963_packmaster_dual_latch_combat_magic_upgrade_0963.zip,Packmaster Dual-Latch Combat Magic Upgrade 0963,Packmaster,Feral Vanguard,Coordinated Assault,Dual-Latch,The Siphon-Ticks,The Ivory Behemoth,Beastmaster Thorne,zero-g starstorm,root snare,eclipse violet rim,8,12,5,11,83799
964,0964_orbital_striker_orbital_singularity_combat_magic_upgrade_0964.zip,Orbital Striker Orbital Singularity Combat Magic Upgrade 0964,Orbital Striker,Grav-Architect,Meteor Crash,Orbital Singularity,The Venom-Spitter,The Ascendant Colossus,Director Vance,fog bank,starfield dust,storm green cast,8,12,5,11,87183
965,0965_scrap_tek_junkyard_turret_combat_magic_upgrade_0965.zip,Scrap-Tek Junkyard Turret Combat Magic Upgrade 0965,Scrap-Tek,Shock-Jockey,Shrapnel Storm,Junkyard Turret,Nexus Warden,The Resonant Behemoth,The Grand Archivist,tidal surge,glass shard soundwave,molten red noon,8,12,5,11,94858
966,0966_kinetic_juggernaut_vaulting_stomp_combat_magic_upgrade_0966.zip,Kinetic Juggernaut Vaulting Stomp Combat Magic Upgrade 0966,Kinetic Juggernaut,Inertia Bastion,The Stampede,Vaulting Stomp,The Void Anomaly,The Data-Forged Evolvarch,Tidespeaker Nami,clear dawn,root snare,deep-water cyan bloom,8,12,5,11,125705
967,0967_phantom_shift_stutter_step_combat_magic_upgrade_0967.zip,Phantom-Shift Stutter-Step Combat Magic Upgrade 0967,Phantom-Shift,Glass-Cannon,Temporal Stutter,Stutter-Step,The Scrap-Phalanx,The Resonance Maestro,Beastmaster Thorne,amber dusk,starfield dust,archive white-gold,8,12,5,11,86523
968,0968_sylvan_warden_frame_trap_substitution_combat_magic_upgrade_0968.zip,Sylvan Warden Frame-Trap Substitution Combat Magic Upgrade 0968,Sylvan Warden,Root-Binder,Ablative Carapace,Frame-Trap Substitution,The Iron-Jaw Hound,The Syndicate Lich,Director Vance,acid rain,glass shard soundwave,void blacklight sun,8,12,5,11,128114
969,0969_flux_caster_flux_parry_combat_magic_upgrade_0969.zip,Flux-Caster Flux-Parry Combat Magic Upgrade 0969,Flux-Caster,Elemental Weaver,Elemental Ward,Flux-Parry,The Nexus Swarmers,The Apex Chimera,The Grand Archivist,snow squall,root snare,festival magenta sun,8,12,5,11,109216
970,0970_protocol_weaver_the_red_pen_combat_magic_upgrade_0970.zip,Protocol Weaver The Red Pen Combat Magic Upgrade 0970,Protocol Weaver,Anomaly,Timeline Splintering,The Red Pen,The Sylvan Juggernaut,The Astral Sovereign,Tidespeaker Nami,zero-g starstorm,starfield dust,cold blue sunrise,8,12,5,11,110169
971,0971_apex_mutator_beta_trigger_combat_magic_upgrade_0971.zip,Apex Mutator Beta Trigger Combat Magic Upgrade 0971,Apex Mutator,Chimera Strand,Feral Regeneration,Beta Trigger,The Gnarl-Maws,The Null Anomaly,Beastmaster Thorne,fog bank,glass shard soundwave,golden sanctuary sun,8,12,5,11,125692
972,0972_resonant_the_soundscape_combat_magic_upgrade_0972.zip,Resonant The Soundscape Combat Magic Upgrade 0972,Resonant,Sonic Vanguard,Acoustic Shielding,The Soundscape,The Aegis Carapace,The Ivory Behemoth,Director Vance,tidal surge,root snare,ash-orange glare,8,12,5,11,108546
973,0973_packmaster_meat_shield_combat_magic_upgrade_0973.zip,Packmaster Meat-Shield Combat Magic Upgrade 0973,Packmaster,Outward Hunter,Flanking Maneuvers,Meat-Shield,The Tremor-Fiend,The Ascendant Colossus,The Grand Archivist,clear dawn,starfield dust,eclipse violet rim,8,12,5,11,83244
974,0974_orbital_striker_the_grav_lift_combat_magic_upgrade_0974.zip,Orbital Striker The Grav-Lift Combat Magic Upgrade 0974,Orbital Striker,Orbital Bombardment,Singularity Tether,The Grav-Lift,The Scrap-Stalker,The Resonant Behemoth,Tidespeaker Nami,amber dusk,glass shard soundwave,storm green cast,8,12,5,11,85818
975,0975_scrap_tek_hydraulic_piston_combat_magic_upgrade_0975.zip,Scrap-Tek Hydraulic Piston Combat Magic Upgrade 0975,Scrap-Tek,Exo-Brawler,Overcharge,Hydraulic Piston,The Grid-Rushers,The Data-Forged Evolvarch,Beastmaster Thorne,acid rain,root snare,molten red noon,8,12,5,11,95828
976,0976_kinetic_juggernaut_kinetic_guard_combat_magic_upgrade_0976.zip,Kinetic Juggernaut Kinetic Guard Combat Magic Upgrade 0976,Kinetic Juggernaut,Counter-Weight,Tectonic Slams,Kinetic Guard,The Siphon-Ticks,The Resonance Maestro,Director Vance,snow squall,starfield dust,deep-water cyan bloom,8,12,5,11,125648
977,0977_phantom_shift_singularity_event_combat_magic_upgrade_0977.zip,Phantom-Shift Singularity Event Combat Magic Upgrade 0977,Phantom-Shift,Void-Walker,Sensory Feedback,Singularity Event,The Venom-Spitter,The Syndicate Lich,The Grand Archivist,zero-g starstorm,glass shard soundwave,archive white-gold,8,12,5,11,86657
978,0978_sylvan_warden_vine_pull_combat_magic_upgrade_0978.zip,Sylvan Warden Vine-Pull Combat Magic Upgrade 0978,Sylvan Warden,Iron-Bark,Briar-Patch,Vine-Pull,Nexus Warden,The Apex Chimera,Tidespeaker Nami,fog bank,root snare,void blacklight sun,8,12,5,11,126898
979,0979_flux_caster_avatar_of_flux_combat_magic_upgrade_0979.zip,Flux-Caster Avatar of Flux Combat Magic Upgrade 0979,Flux-Caster,Aether-Blade,Magma Flow,Avatar of Flux,The Void Anomaly,The Astral Sovereign,Beastmaster Thorne,tidal surge,starfield dust,festival magenta sun,8,12,5,11,109151
980,0980_protocol_weaver_syntax_strike_combat_magic_upgrade_0980.zip,Protocol Weaver Syntax Strike Combat Magic Upgrade 0980,Protocol Weaver,Front-Matter Architect,Biomechanical Shift,Syntax Strike,The Scrap-Phalanx,The Null Anomaly,Director Vance,clear dawn,glass shard soundwave,cold blue sunrise,8,12,5,11,108908
981,0981_apex_mutator_alpha_trigger_combat_magic_upgrade_0981.zip,Apex Mutator Alpha Trigger Combat Magic Upgrade 0981,Apex Mutator,Data-Code Deviant,Apex Predator,Alpha Trigger,The Iron-Jaw Hound,The Ivory Behemoth,The Grand Archivist,amber dusk,root snare,golden sanctuary sun,8,12,5,11,126805
982,0982_resonant_tectonic_shift_combat_magic_upgrade_0982.zip,Resonant Tectonic Shift Combat Magic Upgrade 0982,Resonant,Wakaan Mystic,Ethereal Resonance,Tectonic Shift,The Nexus Swarmers,The Ascendant Colossus,Tidespeaker Nami,acid rain,starfield dust,ash-orange glare,8,12,5,11,108508
983,0983_packmaster_heel_heel_strike_combat_magic_upgrade_0983.zip,Packmaster Heel & Heel-Strike Combat Magic Upgrade 0983,Packmaster,Hound-Rider,Mounted Artillery,Heel & Heel-Strike,The Sylvan Juggernaut,The Resonant Behemoth,Beastmaster Thorne,snow squall,glass shard soundwave,eclipse violet rim,8,12,5,11,83357
984,0984_orbital_striker_tractor_grapple_combat_magic_upgrade_0984.zip,Orbital Striker Tractor Grapple Combat Magic Upgrade 0984,Orbital Striker,Zero-G Brawler,Atmospheric Juggle,Tractor Grapple,The Gnarl-Maws,The Data-Forged Evolvarch,Director Vance,zero-g starstorm,root snare,storm green cast,8,12,5,11,87120
985,0985_scrap_tek_magnetic_tether_combat_magic_upgrade_0985.zip,Scrap-Tek Magnetic Tether Combat Magic Upgrade 0985,Scrap-Tek,Scavenger,Magnetic Harvester,Magnetic Tether,The Aegis Carapace,The Resonance Maestro,The Grand Archivist,fog bank,starfield dust,molten red noon,8,12,5,11,95347
986,0986_kinetic_juggernaut_the_master_brawler_combat_magic_upgrade_0986.zip,Kinetic Juggernaut The Master Brawler Combat Magic Upgrade 0986,Kinetic Juggernaut,Momentum Engine,Kinetic Absorption,The Master Brawler,The Tremor-Fiend,The Syndicate Lich,Tidespeaker Nami,tidal surge,glass shard soundwave,deep-water cyan bloom,8,12,5,11,125536
987,0987_phantom_shift_time_dilation_aura_combat_magic_upgrade_0987.zip,Phantom-Shift Time-Dilation Aura Combat Magic Upgrade 0987,Phantom-Shift,Chrono-Blade,Shadow-Anchor,Time-Dilation Aura,The Scrap-Stalker,The Apex Chimera,Beastmaster Thorne,clear dawn,root snare,archive white-gold,8,12,5,11,86289
988,0988_sylvan_warden_briar_web_combat_magic_upgrade_0988.zip,Sylvan Warden Briar Web Combat Magic Upgrade 0988,Sylvan Warden,Verdant Weaver,Spore-Cloud,Briar Web,The Grid-Rushers,The Astral Sovereign,Director Vance,amber dusk,starfield dust,void blacklight sun,8,12,5,11,126883
989,0989_flux_caster_frame_trap_decoy_combat_magic_upgrade_0989.zip,Flux-Caster Frame-Trap Decoy Combat Magic Upgrade 0989,Flux-Caster,Storm-Caller,Superconduct,Frame-Trap Decoy,The Siphon-Ticks,The Null Anomaly,The Grand Archivist,acid rain,glass shard soundwave,festival magenta sun,8,12,5,11,109068
990,0990_protocol_weaver_system_override_combat_magic_upgrade_0990.zip,Protocol Weaver System Override Combat Magic Upgrade 0990,Protocol Weaver,Evolutionary Coder,Reality Tearing,System Override,The Venom-Spitter,The Ivory Behemoth,Tidespeaker Nami,snow squall,root snare,cold blue sunrise,8,12,5,11,110022
991,0991_apex_mutator_the_anomaly_virus_combat_magic_upgrade_0991.zip,Apex Mutator The Anomaly Virus Combat Magic Upgrade 0991,Apex Mutator,Primal Catalyst,Venomous Adaptation,The Anomaly Virus,Nexus Warden,The Ascendant Colossus,Beastmaster Thorne,zero-g starstorm,starfield dust,golden sanctuary sun,8,12,5,11,126954
992,0992_resonant_the_bass_drop_combat_magic_upgrade_0992.zip,Resonant The Bass Drop Combat Magic Upgrade 0992,Resonant,Sub-Bass Architect,Accelerando,The Bass Drop,The Void Anomaly,The Resonant Behemoth,Director Vance,fog bank,glass shard soundwave,ash-orange glare,8,12,5,11,108136
993,0993_packmaster_release_the_hound_combat_magic_upgrade_0993.zip,Packmaster Release the Hound Combat Magic Upgrade 0993,Packmaster,Alpha-Handler,Pack Mentality,Release the Hound,The Scrap-Phalanx,The Data-Forged Evolvarch,The Grand Archivist,tidal surge,root snare,eclipse violet rim,8,12,5,11,83683
994,0994_orbital_striker_thruster_parry_combat_magic_upgrade_0994.zip,Orbital Striker Thruster Parry Combat Magic Upgrade 0994,Orbital Striker,Thruster-Junkie,Exhaust Burn,Thruster Parry,The Iron-Jaw Hound,The Resonance Maestro,Tidespeaker Nami,clear dawn,starfield dust,storm green cast,8,12,5,11,86474
995,0995_scrap_tek_junkyard_titan_combat_magic_upgrade_0995.zip,Scrap-Tek Junkyard Titan Combat Magic Upgrade 0995,Scrap-Tek,Field-Mechanic,Hunter-Killer Drones,Junkyard Titan,The Nexus Swarmers,The Syndicate Lich,Beastmaster Thorne,amber dusk,glass shard soundwave,molten red noon,8,12,5,11,95462
996,0996_kinetic_juggernaut_juggernaut_charge_combat_magic_upgrade_0996.zip,Kinetic Juggernaut Juggernaut Charge Combat Magic Upgrade 0996,Kinetic Juggernaut,Seismic Brawler,Heavy Grapple,Juggernaut Charge,The Sylvan Juggernaut,The Apex Chimera,Director Vance,acid rain,root snare,deep-water cyan bloom,8,12,5,11,125995
997,0997_phantom_shift_blink_parry_combat_magic_upgrade_0997.zip,Phantom-Shift Blink-Parry Combat Magic Upgrade 0997,Phantom-Shift,Neural-Linker,Synaptic Overload,Blink-Parry,The Gnarl-Maws,The Astral Sovereign,The Grand Archivist,snow squall,starfield dust,archive white-gold,8,12,5,11,86566
998,0998_sylvan_warden_bramble_slam_combat_magic_upgrade_0998.zip,Sylvan Warden Bramble-Slam Combat Magic Upgrade 0998,Sylvan Warden,Apex Flora,Canopy Assault,Bramble-Slam,The Aegis Carapace,The Null Anomaly,Tidespeaker Nami,zero-g starstorm,glass shard soundwave,void blacklight sun,8,12,5,11,127991
999,0999_flux_caster_elemental_dive_combat_magic_upgrade_0999.zip,Flux-Caster Elemental Dive Combat Magic Upgrade 0999,Flux-Caster,Geo-Mage,Blizzard,Elemental Dive,The Tremor-Fiend,The Ivory Behemoth,Beastmaster Thorne,fog bank,root snare,festival magenta sun,8,12,5,11,108683
1000,1000_protocol_weaver_grapple_syntax_combat_magic_upgrade_1000.zip,Protocol Weaver Grapple Syntax Combat Magic Upgrade 1000,Protocol Weaver,EPI-Savant,Lethal Formatting,Grapple Syntax,The Scrap-Stalker,The Ascendant Colossus,Director Vance,tidal surge,starfield dust,cold blue sunrise,8,12,5,11,109653
1001,1001_apex_mutator_assimilation_roar_combat_magic_upgrade_1001.zip,Apex Mutator Assimilation Roar Combat Magic Upgrade 1001,Apex Mutator,Biomech Beast,Corrupted File,Assimilation Roar,The Grid-Rushers,The Resonant Behemoth,The Grand Archivist,clear dawn,glass shard soundwave,golden sanctuary sun,8,12,5,11,126395
1002,1002_resonant_flow_arts_evasion_combat_magic_upgrade_1002.zip,Resonant Flow-Arts Evasion Combat Magic Upgrade 1002,Resonant,Tempo-Weaver,Psychoacoustic Illusion,Flow-Arts Evasion,The Siphon-Ticks,The Data-Forged Evolvarch,Tidespeaker Nami,amber dusk,root snare,ash-orange glare,8,12,5,11,108762
1003,1003_packmaster_alpha_s_command_combat_magic_upgrade_1003.zip,Packmaster Alpha's Command Combat Magic Upgrade 1003,Packmaster,Feral Vanguard,The Stampede,Alpha's Command,The Venom-Spitter,The Resonance Maestro,Beastmaster Thorne,acid rain,starfield dust,eclipse violet rim,8,12,5,11,83444
1004,1004_orbital_striker_stratosphere_slam_combat_magic_upgrade_1004.zip,Orbital Striker Stratosphere Slam Combat Magic Upgrade 1004,Orbital Striker,Grav-Architect,Satellite Painting,Stratosphere Slam,Nexus Warden,The Syndicate Lich,Director Vance,snow squall,glass shard soundwave,storm green cast,8,12,5,11,87041
1005,1005_scrap_tek_emp_grid_combat_magic_upgrade_1005.zip,Scrap-Tek EMP Grid Combat Magic Upgrade 1005,Scrap-Tek,Shock-Jockey,Hydraulic Leap,EMP Grid,The Void Anomaly,The Apex Chimera,The Grand Archivist,zero-g starstorm,root snare,molten red noon,8,12,5,11,94941
1006,1006_kinetic_juggernaut_the_haymaker_combat_magic_upgrade_1006.zip,Kinetic Juggernaut The Haymaker Combat Magic Upgrade 1006,Kinetic Juggernaut,Inertia Bastion,Reactive Armor,The Haymaker,The Scrap-Phalanx,The Astral Sovereign,Tidespeaker Nami,fog bank,starfield dust,deep-water cyan bloom,8,12,5,11,125812
1007,1007_phantom_shift_reality_shatter_combat_magic_upgrade_1007.zip,Phantom-Shift Reality Shatter Combat Magic Upgrade 1007,Phantom-Shift,Glass-Cannon,Momentum Drift,Reality Shatter,The Iron-Jaw Hound,The Null Anomaly,Beastmaster Thorne,tidal surge,glass shard soundwave,archive white-gold,8,12,5,11,86401
1008,1008_sylvan_warden_vine_whip_combat_magic_upgrade_1008.zip,Sylvan Warden Vine-Whip Combat Magic Upgrade 1008,Sylvan Warden,Root-Binder,Thorns & Tethers,Vine-Whip,The Nexus Swarmers,The Ivory Behemoth,Director Vance,clear dawn,root snare,void blacklight sun,8,12,5,11,127448
